"Program_Title","Institution","Level","City","Link","Field","Language","Country","ECTS","Department","Duration","Tuition","Contact_Email","Form","Institution_URL","Credits_Percent","ECTS_Foreign","Cost_per_ECTS","Subjects_Foreign","Linguistic_Requirements"
"BACHELOR'S  MULTIMEDIA STUDIES","UNIVERSITAT POLITECNICA DE CATALUNYA","Bachelor",NA,"No specific language requirements have been defined.",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"6,06%","12","106,00","No information",""
"BACHELOR'S  OPTICS AND OPTOMETRY","UNIVERSITAT POLITECNICA DE CATALUNYA","Bachelor",NA,"No specific language requirements have been defined.",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"1,67%","3","39.53 
					(x 1.5 non-EU citizens)","No information",""
"BACHELOR'S  AGRICULTURAL ENGINEERING","UNIVERSITAT POLITECNICA DE CATALUNYA","Bachelor",NA,"No specific language requirements have been defined.",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"6,25%","12","39.53 
					(x 1.5 non-EU citizens)","No information",""
"BACHELOR'S  AGRICULTURAL, ENVIRONMENTAL AND LANDSCAPE ENGINEERING","UNIVERSITAT POLITECNICA DE CATALUNYA","Bachelor",NA,"No specific language requirements have been defined.",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"6,25%","12","39.53 
					(x 1.5 non-EU citizens)","No information",""
"BACHELOR'S  FOOD ENGINEERING","UNIVERSITAT POLITECNICA DE CATALUNYA","Bachelor",NA,"No specific language requirements have been defined.",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"3,13%","6","39.53 
					(x 1.5 non-EU citizens)","No information",""
"BACHELOR'S  BIOMEDICAL ENGINEERING","UNIVERSITAT POLITECNICA DE CATALUNYA","Bachelor",NA,"No specific language requirements have been defined.",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"45,45%","90","39.53 
					(x 1.5 non-EU citizens)","No information",""
"BACHELOR'S  BUILDING CONSTRUCTION SCIENCE AND TECHNOLOGY","UNIVERSITAT POLITECNICA DE CATALUNYA","Bachelor",NA,"No specific language requirements have been defined.",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"7,25%","15","35.77 
					(x 1.5 non-EU citizens)","No information",""
"BACHELOR'S  AUDIOVISUAL SYSTEMS ENGINEERING","UNIVERSITAT POLITECNICA DE CATALUNYA","Bachelor",NA,"No specific language requirements have been defined.",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"3,13%","6","39.53 
					(x 1.5 non-EU citizens)","No information",""
"BACHELOR'S  BIOSYSTEMS ENGINEERING","UNIVERSITAT POLITECNICA DE CATALUNYA","Bachelor",NA,"No specific language requirements have been defined.",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"6,06%","12","39.53 
					(x 1.5 non-EU citizens)","No information",""
"BACHELOR'S  TELECOMMUNICATIONS SYSTEMS ENGINEERING","UNIVERSITAT POLITECNICA DE CATALUNYA","Bachelor",NA,"No specific language requirements have been defined.",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"9,09%","18","39.53 
					(x 1.5 non-EU citizens)","No information",""
"BACHELOR'S  ELECTRICAL ENGINEERING - EEBE","UNIVERSITAT POLITECNICA DE CATALUNYA","Bachelor",NA,"No specific language requirements have been defined.",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"48,39%","90","39.53 
					(x 1.5 non-EU citizens)","No information",""
"BACHELOR'S  ELECTRICAL ENGINEERING - ESEIAAT","UNIVERSITAT POLITECNICA DE CATALUNYA","Bachelor",NA,"No specific language requirements have been defined.",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"3,23%","6","39.53 
					(x 1.5 non-EU citizens)","No information",""
"BACHELOR'S  ELECTRICAL ENGINEERING - EPSEVG","UNIVERSITAT POLITECNICA DE CATALUNYA","Bachelor",NA,"No specific language requirements have been defined.",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"3,23%","6","39.53 
					(x 1.5 non-EU citizens)","No information",""
"BACHELOR'S  INDUSTRIAL ELECTRONICS AND AUTOMATIC CONTROL ENGINEERING - EEBE","UNIVERSITAT POLITECNICA DE CATALUNYA","Bachelor",NA,"No specific language requirements have been defined.",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"48,39%","90","39.53 
					(x 1.5 non-EU citizens)","No information",""
"BACHELOR'S  INDUSTRIAL ELECTRONICS AND AUTOMATIC CONTROL ENGINEERING - ESEIAAT","UNIVERSITAT POLITECNICA DE CATALUNYA","Bachelor",NA,"No specific language requirements have been defined.",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"3,23%","6","39.53 
					(x 1.5 non-EU citizens)","No information",""
"BACHELOR'S  INDUSTRIAL ELECTRONICS AND AUTOMATIC CONTROL ENGINEERING - EPSEM","UNIVERSITAT POLITECNICA DE CATALUNYA","Bachelor",NA,"No specific language requirements have been defined.",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"9,68%","18","39.53 
					(x 1.5 non-EU citizens)","No information",""
"BACHELOR'S  INDUSTRIAL ELECTRONICS AND AUTOMATIC CONTROL ENGINEERING - EPSEVG","UNIVERSITAT POLITECNICA DE CATALUNYA","Bachelor",NA,"No specific language requirements have been defined.",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"3,23%","6","39.53 
					(x 1.5 non-EU citizens)","No information",""
"BACHELOR'S  MECHANICAL ENGINEERING - EEBE","UNIVERSITAT POLITECNICA DE CATALUNYA","Bachelor",NA,"No specific language requirements have been defined.",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"48,39%","90","39.53 
					(x 1.5 non-EU citizens)","No information",""
"BACHELOR'S  INDUSTRIAL ENGINEERING - ESEIAAT","UNIVERSITAT POLITECNICA DE CATALUNYA","Bachelor",NA,"No specific language requirements have been defined.",NA,"English","Spain","180",NA,"3",NA,NA,NA,NA,"3,33%","6","39.53 
					(x 1.5 non-EU citizens)","No information",""
"BACHELOR'S  MECHANICAL ENGINEERING - ESEIAAT","UNIVERSITAT POLITECNICA DE CATALUNYA","Bachelor",NA,"No specific language requirements have been defined.",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"3,23%","6","39.53 
					(x 1.5 non-EU citizens)","No information",""
"BACHELOR'S  INDUSTRIAL ENGINEERING - EPSEM","UNIVERSITAT POLITECNICA DE CATALUNYA","Bachelor",NA,"No specific language requirements have been defined.",NA,"English","Spain","180",NA,"3",NA,NA,NA,NA,"3,33%","6","39.53 
					(x 1.5 non-EU citizens)","No information",""
"BACHELOR'S  MECHANICAL ENGINEERING - EPSEM","UNIVERSITAT POLITECNICA DE CATALUNYA","Bachelor",NA,"No specific language requirements have been defined.",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"3,23%","6","39.53 
					(x 1.5 non-EU citizens)","No information",""
"BACHELOR'S  CHEMICAL ENGINEERING - EEBE","UNIVERSITAT POLITECNICA DE CATALUNYA","Bachelor",NA,"No specific language requirements have been defined.",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"48,39%","90","39.53 
					(x 1.5 non-EU citizens)","No information",""
"BACHELOR'S  CHEMICAL ENGINEERING - ESEIAAT","UNIVERSITAT POLITECNICA DE CATALUNYA","Bachelor",NA,"No specific language requirements have been defined.",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"3,23%","6","39.53 
					(x 1.5 non-EU citizens)","No information",""
"BACHELOR'S  CHEMICAL ENGINEERING - EPSEM","UNIVERSITAT POLITECNICA DE CATALUNYA","Bachelor",NA,"No specific language requirements have been defined.",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"6,45%","12","39.53 
					(x 1.5 non-EU citizens)","No information",""
"BACHELOR'S  NETWORK ENGINEERING","UNIVERSITAT POLITECNICA DE CATALUNYA","Bachelor",NA,"No specific language requirements have been defined.",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"15,15%","30","39.53 
					(x 1.5 non-EU citizens)","No information",""
"BACHELOR'S  CIVIL ENGINEERING","UNIVERSITAT POLITECNICA DE CATALUNYA","Bachelor",NA,"No specific language requirements have been defined.",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"100%","240","39.53 
					(x 1.5 non-EU citizens)","35 (all)","Yes"
"BACHELOR'S  ICT SYSTEMS ENGINEERING","UNIVERSITAT POLITECNICA DE CATALUNYA","Bachelor",NA,"No specific language requirements have been defined.",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"9,68%","18","39.53 
					(x 1.5 non-EU citizens)","No information",""
"BACHELOR'S  MATERIALS ENGINEERING","UNIVERSITAT POLITECNICA DE CATALUNYA","Bachelor",NA,"No specific language requirements have been defined.",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"40%","84","39.53 
					(x 1.5 non-EU citizens)","No information",""
"BACHELOR'S  NAVAL SYSTEMS AND TECHNOLOGY ENGINEERING","UNIVERSITAT POLITECNICA DE CATALUNYA","Bachelor",NA,"No specific language requirements have been defined.",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"8,33%","16.5","39.53 
					(x 1.5 non-EU citizens)","No information",""
"BACHELOR'S  AEROSPACE TECHNOLOGY ENGINEERING","UNIVERSITAT POLITECNICA DE CATALUNYA","Bachelor",NA,"No specific language requirements have been defined.",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"2,86%","6","39.53 
					(x 1.5 non-EU citizens)","No information",""
"BACHELOR'S  INDUSTRIAL TECHNOLOGY ENGINEERING","UNIVERSITAT POLITECNICA DE CATALUNYA","Bachelor",NA,"No specific language requirements have been defined.",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"4,35%","9","39.53 
					(x 1.5 non-EU citizens)","No information",""
"BACHELOR'S  AEROSPACE VEHICLE ENGINEERING","UNIVERSITAT POLITECNICA DE CATALUNYA","Bachelor",NA,"No specific language requirements have been defined.",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"3,03%","6","39.53 
					(x 1.5 non-EU citizens)","No information",""
"BACHELOR'S  INFORMATICS ENGINEERING - FIB","UNIVERSITAT POLITECNICA DE CATALUNYA","Bachelor",NA,"No specific language requirements have been defined.",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"27,68%","46.5","39.53 
					(x 1.5 non-EU citizens)","No information",""
"BACHELOR'S  INFORMATICS ENGINEERING - EPSEVG","UNIVERSITAT POLITECNICA DE CATALUNYA","Bachelor",NA,"No specific language requirements have been defined.",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"3,33%","6","39.53 
					(x 1.5 non-EU citizens)","No information",""
"BACHELOR'S  MARINE TECHNOLOGIES","UNIVERSITAT POLITECNICA DE CATALUNYA","Bachelor",NA,"No specific language requirements have been defined.",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"6,25%","12","39.53 
					(x 1.5 non-EU citizens)","No information",""
"BACHELOR'S  NAUTICAL SCIENCE AND MARITIME TRANSPORT","UNIVERSITAT POLITECNICA DE CATALUNYA","Bachelor",NA,"No specific language requirements have been defined.",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"7,81%","15","39.53 
					(x 1.5 non-EU citizens)","No information",""
"BACHELOR'S  INDUSTRIAL SCHEDULING ENGINEERING","UNIVERSITAT POLITECNICA DE CATALUNYA","Bachelor",NA,"No specific language requirements have been defined.",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"6,45%","12","39.53 
					(x 1.5 non-EU citizens)","No information",""
"BACHELOR'S  ENGINEERING PHYSICS","UNIVERSITAT POLITECNICA DE CATALUNYA","Bachelor",NA,"No specific language requirements have been defined.",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"16,67%","30","39.53 
					(x 1.5 non-EU citizens)","No information",""
"BACHELOR'S  VIDEO GAME DESIGN AND DEVELOPMENT","UNIVERSITAT POLITECNICA DE CATALUNYA","Bachelor",NA,"No specific language requirements have been defined.",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"100%","240","106,00","40 (all)","Yes"
"BACHELOR'S  VIDEO GAME DESIGN AND DEVELOPMENT","UNIVERSITAT POLITECNICA DE CATALUNYA","Bachelor",NA,"No specific language requirements have been defined.",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"91,18%","186","106,00","No information","Yes"
"BACHELOR'S  MARKETING AND DIGITAL COMMUNICATION","UNIVERSITAT POLITECNICA DE CATALUNYA","Bachelor",NA,"No specific language requirements have been defined.",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"17,14%","36","95,00","No information",""
"ARCHITECTURE STUDIES","UNIVERSITAT POLITECNICA DE CATALUNYA","Bachelor",NA,"No specific language requirements have been defined.",NA,"English","Spain","300",NA,"5",NA,NA,NA,NA,"24%","64","35.77 
					(x 1.5 non-EU citizens)","No information",""
"BACHELOR'S  AEROSPACE SYSTEMS ENGINEERING","UNIVERSITAT POLITECNICA DE CATALUNYA","Bachelor",NA,"No specific language requirements have been defined.",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"38,54%","55.5","39.53 
					(x 1.5 non-EU citizens)","No information",""
"BACHELOR'S  ARCHITECTURAL TECHNOLOGY AND BUILDING CONSTRUCTION","UNIVERSITAT POLITECNICA DE CATALUNYA","Bachelor",NA,"No specific language requirements have been defined.",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"7,25%","15","35.77 
					(x 1.5 non-EU citizens)","No information",""
"BACHELOR'S  MINING ENGINEERING","UNIVERSITAT POLITECNICA DE CATALUNYA","Bachelor",NA,"No specific language requirements have been defined.",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"3,13%","6","39.53 
					(x 1.5 non-EU citizens)","No information",""
"BACHELOR'S  INDUSTRIAL TECHNOLOGIES AND ECONOMIC ANALYSIS
					(interuniversity UPC-UPF degree). New bachelor's degree that began to be taught in the 2018/2019 academic year","UNIVERSITAT POLITECNICA DE CATALUNYA","Bachelor",NA,"No specific language requirements have been defined.",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"100%","240","39.53 
					(x 1.5 non-EU citizens)","42 (all)","Yes"
"Bachelor's in Environmental Science","UNIVERSIDAD MIGUEL HERNANDEZ","Bachelor",NA,"https://www.umh.es/contenido/Estudios/:tit_g_253_O1/datos_es.html",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"5%","12","22.18","3","None"
"Bachelor's in Audiovisual Communication","UNIVERSIDAD MIGUEL HERNANDEZ","Bachelor",NA,"https://www.umh.es/contenido/Estudios/:tit_g_242_R1/datos_es.html",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"2,50%","6","16.37","1","None"
"Bachelor's in Business Statistics","UNIVERSIDAD MIGUEL HERNANDEZ","Bachelor",NA,"https://www.umh.es/contenido/Estudios/:tit_g_138_R1/datos_es.html",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"2,50%","6","16.37","1","None"
"Bachelor's in Telecommunications Technology Engineering","UNIVERSIDAD MIGUEL HERNANDEZ","Bachelor",NA,"https://www.umh.es/contenido/Estudios/:tit_g_142_S1/datos_es.html",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"6,45%","15.5","22.18","3","None"
"Bachelor's in Electrical Engineering","UNIVERSIDAD MIGUEL HERNANDEZ","Bachelor",NA,"https://www.umh.es/contenido/Estudios/:tit_g_166_S1/datos_es.html",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"3,75%","9","22.18","2","None"
"Bachelor's in Electronic Engineering and Industrial Automation","UNIVERSIDAD MIGUEL HERNANDEZ","Bachelor",NA,"https://www.umh.es/contenido/Estudios/:tit_g_141_S1/datos_es.html",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"7,50%","18","22.18","2","None"
"Bachelor's in Mechanical Engineering","UNIVERSIDAD MIGUEL HERNANDEZ","Bachelor",NA,"https://www.umh.es/contenido/Estudios/:tit_g_143_S1/datos_es.html",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"1,87%","4.5","22.18","1","None"
"Bachelor's in Journalism","UNIVERSIDAD MIGUEL HERNANDEZ","Bachelor",NA,"https://www.umh.es/contenido/Estudios/:tit_g_140_R1/datos_es.html",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"2,50%","6","16.37","1","None"
"Bachelor's in Labor Relations and Human Resources","UNIVERSIDAD MIGUEL HERNANDEZ","Bachelor",NA,"https://www.umh.es/contenido/Estudios/:tit_g_137_R1/datos_es.html",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"2,50%","6","15.17","1","None"
"Bachelor's in Business Administration and Management","UNIVERSIDAD MIGUEL HERNANDEZ","Bachelor",NA,"https://www.umh.es/contenido/Estudios/:tit_g_146_R1/datos_es.html",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"5%","12","16.37","1","None"
"Dentistry","UNIVERSIDAD CATÓLICA DE VALENCIA-SAN VICENTE MÁRTIR","Bachelor",NA,"https://www.ucv.es/oferta-academica/grados/degree-in-dentistry/presentation",NA,"English","Spain","300",NA,"5",NA,NA,NA,NA,"100%","300","","48",""
"Business Administration and Management","UNIVERSIDAD CATÓLICA DE VALENCIA-SAN VICENTE MÁRTIR","Bachelor",NA,"https://www.ucv.es/oferta-academica/grados/degree-in-business-administration-and-management/presentation",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"50%","120","","21",""
"Law + Business Administration Bilingual","UNIVERSIDAD CATÓLICA DE VALENCIA-SAN VICENTE MÁRTIR","Bachelor",NA,"https://www.ucv.es/oferta-academica/dobles-titulaciones/derecho-ade/la-titulacion",NA,"English","Spain","390",NA,NA,NA,NA,NA,NA,"44%","390","","17",""
"Business Administration & Management","UNIVERSIDAD DE VIGO","Bachelor",NA,"https://www.uvigo.gal/uvigo_es/estudos/graos",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"25,00%","60","9.85","9","NONE"
"Tourism","UNIVERSIDAD DE VIGO","Bachelor",NA,"https://www.uvigo.gal/uvigo_es/estudos/graos",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"13,75%","33","9.85","8","NONE"
"Biology","UNIVERSIDAD DE VIGO","Bachelor",NA,"https://www.uvigo.gal/uvigo_es/estudos/graos",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"12,50%","30","13.93","5","NONE"
"Telecommunications Technologies Engineering","UNIVERSIDAD DE VIGO","Bachelor",NA,"https://www.uvigo.gal/uvigo_es/estudos/graos",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"22,50%","84","13.93","12","NONE"
"Energy Engineering","UNIVERSIDAD DE VIGO","Bachelor",NA,"https://www.uvigo.gal/uvigo_es/estudos/graos",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"18,75%","45","13.93","7","NONE"
"Mining and Energy Resources Engineering","UNIVERSIDAD DE VIGO","Bachelor",NA,"https://www.uvigo.gal/uvigo_es/estudos/graos",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"15,00%","36","13.93","6","NONE"
"Marine Sciences","UNIVERSIDAD DE VIGO","Bachelor",NA,"https://www.uvigo.gal/uvigo_es/estudos/graos",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"12,50%","30","13.93","5","NONE"
"Chemistry","UNIVERSIDAD DE VIGO","Bachelor",NA,"https://www.uvigo.gal/uvigo_es/estudos/graos",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"2,50%","6","13.93","1","NONE"
"Industrial Technologies Engineering","UNIVERSIDAD DE VIGO","Bachelor",NA,"https://www.uvigo.gal/uvigo_es/estudos/graos",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"50,00%","120","13.93","18","NONE"
"Mechanical Engineering","UNIVERSIDAD DE VIGO","Bachelor",NA,"https://www.uvigo.gal/uvigo_es/estudos/graos",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"53,75%","129","13.93","19","NONE"
"Public Management","UNIVERSIDAD DE VIGO","Bachelor",NA,"https://www.uvigo.gal/uvigo_es/estudos/graos",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"25,00%","60","9.85","10","NONE"
"Business Administration & Management","UNIVERSIDAD DE VIGO","Bachelor",NA,"https://www.uvigo.gal/uvigo_es/estudos/graos",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"27,50%","66","9.85","10","NONE"
"Economics","UNIVERSIDAD DE VIGO","Bachelor",NA,"https://www.uvigo.gal/uvigo_es/estudos/graos",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"20,00%","48","9.85","7","NONE"
"Law","UNIVERSIDAD DE VIGO","Bachelor",NA,"https://www.uvigo.gal/uvigo_es/estudos/graos",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"15,00%","36","9.85","5","NONE"
"Labour Relations","UNIVERSIDAD DE VIGO","Bachelor",NA,"https://www.uvigo.gal/uvigo_es/estudos/graos",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"7,50%","18","9.85","3","NONE"
"Foreign Languages","UNIVERSIDAD DE VIGO","Bachelor",NA,"https://www.uvigo.gal/uvigo_es/estudos/graos",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"83,33%","200","13.93","","NONE"
"Translation and Interpreting","UNIVERSIDAD DE VIGO","Bachelor",NA,"https://www.uvigo.gal/uvigo_es/estudos/graos",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"Min. 30%","Min. 72","13.93","","NONE"
"Business Administration and Management","UNIVERSIDAD DE OVIEDO","Bachelor",NA,"http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces",NA,"English","Spain","360",NA,NA,NA,NA,NA,NA,"65%","234","17.26","0","B1"
"Biology","UNIVERSIDAD DE OVIEDO","Bachelor",NA,"http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces",NA,"English","Spain","300",NA,"5",NA,NA,NA,NA,"4%","12","17.26","2","B1"
"Biotechnology","UNIVERSIDAD DE OVIEDO","Bachelor",NA,"http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces",NA,"English","Spain","264",NA,NA,NA,NA,NA,NA,"6%","15","17.26","2","B1"
"Business and Marketing","UNIVERSIDAD DE OVIEDO","Bachelor",NA,"http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces",NA,"English","Spain","330",NA,NA,NA,NA,NA,NA,"36%","120","17.26","9","B1"
"Accounting and Finance","UNIVERSIDAD DE OVIEDO","Bachelor",NA,"http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces",NA,"English","Spain","300",NA,"5",NA,NA,NA,NA,"25%","75","17.26","2","B1"
"Law","UNIVERSIDAD DE OVIEDO","Bachelor",NA,"http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces",NA,"English","Spain","300",NA,"5",NA,NA,NA,NA,"2%","6","17.26","1","B1"
"Economics","UNIVERSIDAD DE OVIEDO","Bachelor",NA,"http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces",NA,"English","Spain","330",NA,NA,NA,NA,NA,NA,"41%","135","17.26","0","B1"
"Social Education","UNIVERSIDAD DE OVIEDO","Bachelor",NA,"http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces",NA,"English","Spain","312",NA,NA,NA,NA,NA,NA,"2%","6","17.26","1","B1"
"Nursing","UNIVERSIDAD DE OVIEDO","Bachelor",NA,"http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces",NA,"English","Spain","276",NA,NA,NA,NA,NA,NA,"2%","6","22.58","1","B1"
"Nursing","UNIVERSIDAD DE OVIEDO","Bachelor",NA,"http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces",NA,"English","Spain","309",NA,NA,NA,NA,NA,NA,"2%","6","22.58","1","B1"
"Classical and Romance Studies","UNIVERSIDAD DE OVIEDO","Bachelor",NA,"http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces",NA,"English","Spain","744",NA,NA,NA,NA,NA,NA,"37%","276","17.26","41","B1"
"English Studies","UNIVERSIDAD DE OVIEDO","Bachelor",NA,"http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces",NA,"English","Spain","774",NA,NA,NA,NA,NA,NA,"58%","450","17.26","62","B1"
"Philosophy","UNIVERSIDAD DE OVIEDO","Bachelor",NA,"http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces",NA,"English","Spain","300",NA,"5",NA,NA,NA,NA,"4%","12","17.26","0","B1"
"Physiotherapy","UNIVERSIDAD DE OVIEDO","Bachelor",NA,"http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces",NA,"English","Spain","276",NA,NA,NA,NA,NA,NA,"2%","6","22.58","1","B1"
"Geography and Land Use Planning","UNIVERSIDAD DE OVIEDO","Bachelor",NA,"http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces",NA,"English","Spain","278",NA,NA,NA,NA,NA,NA,"2%","6","17.26","1","B1"
"Public Administration and Management","UNIVERSIDAD DE OVIEDO","Bachelor",NA,"http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces",NA,"English","Spain","300",NA,"5",NA,NA,NA,NA,"14%","42","17.26","6","B1"
"Art History","UNIVERSIDAD DE OVIEDO","Bachelor",NA,"http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces",NA,"English","Spain","276",NA,NA,NA,NA,NA,NA,"2%","6","17.26","1","B1"
"the History and Science of Music","UNIVERSIDAD DE OVIEDO","Bachelor",NA,"http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces",NA,"English","Spain","282",NA,NA,NA,NA,NA,NA,"2%","6","17.26","1","B1"
"Civil Engineering","UNIVERSIDAD DE OVIEDO","Bachelor",NA,"http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces",NA,"English","Spain","288",NA,NA,NA,NA,NA,NA,"33%","96","17.26","0","B1"
"Industrial Electronics and Automation Engineering","UNIVERSIDAD DE OVIEDO","Bachelor",NA,"http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces",NA,"English","Spain","306",NA,NA,NA,NA,NA,NA,"29%","90","17.26","6","B1"
"Electrical Engineering","UNIVERSIDAD DE OVIEDO","Bachelor",NA,"http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces",NA,"English","Spain","336",NA,NA,NA,NA,NA,NA,"27%","90","17.26","1","B1"
"Forestry and Natural Environment Engineering","UNIVERSIDAD DE OVIEDO","Bachelor",NA,"http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces",NA,"English","Spain","285",NA,NA,NA,NA,NA,NA,"25%","72","17.26","0","B1"
"Computer Software Engineering","UNIVERSIDAD DE OVIEDO","Bachelor",NA,"http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces",NA,"English","Spain","276",NA,NA,NA,NA,NA,NA,"26%","72","17.26","0","B1"
"Computer and Information Technology Engineering","UNIVERSIDAD DE OVIEDO","Bachelor",NA,"http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces",NA,"English","Spain","60",NA,NA,NA,NA,NA,NA,"40%","24","17.26","33","B1"
"Mechanical Engineering","UNIVERSIDAD DE OVIEDO","Bachelor",NA,"http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces",NA,"English","Spain","342",NA,NA,NA,NA,NA,NA,"28%","96","17.26","1","B1"
"Industrial Chemical Engineering","UNIVERSIDAD DE OVIEDO","Bachelor",NA,"http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces",NA,"English","Spain","348",NA,NA,NA,NA,NA,NA,"26%","90","17.26","1","B1"
