"Program_Title","Institution","Level","City","Link","Field","Language","Country","ECTS","Department","Duration","Tuition","Contact_Email","Form","Institution_URL","Credits_Percent","ECTS_Foreign","Cost_per_ECTS","Subjects_Foreign","Linguistic_Requirements"
"Electrical Energetics Systems Engineering","Vilnius Gediminas Technical University (VILNIUS TECH)","Master",NA,"https://studyin.lt/programs/electricsl-energetics-systems-engineering/",NA,"English","Lithuania",NA,NA,"2","5157",NA,NA,NA,NA,NA,NA,NA,NA
"ENGLISH AND ANOTHER FOREIGN LANGUAGE (German/French) AND BUSINESS COMMUNICATION","Klaipeda University","Master",NA,"https://studyin.lt/programs/english-and-another-foreign-language-german-french-and-business-communication/",NA,"German","Lithuania",NA,NA,"2","4606",NA,NA,NA,NA,NA,NA,NA,NA
"REGIONAL GOVERNANCE","Klaipeda University","Master",NA,"https://studyin.lt/programs/regional-governance/",NA,"English","Lithuania",NA,NA,"1.5","4606",NA,NA,NA,NA,NA,NA,NA,NA
"BUSINESS MANAGEMENT","Klaipeda University","Master",NA,"https://studyin.lt/programs/business-management-6/",NA,"English","Lithuania",NA,NA,"2","4606",NA,NA,NA,NA,NA,NA,NA,NA
"HEALTH CARE MANAGEMENT","Klaipeda University","Master",NA,"https://studyin.lt/programs/health-care-management/",NA,"English","Lithuania",NA,NA,"2","4606",NA,NA,NA,NA,NA,NA,NA,NA
"INNOVATIVE PROCESSES ENGINEERING","Klaipeda University","Master",NA,"https://studyin.lt/programs/oil-and-gas-process-engineering/",NA,"English","Lithuania",NA,NA,"2","5538",NA,NA,NA,NA,NA,NA,NA,NA
"SHIPPING AND PORT ENGINEERING","Klaipeda University","Master",NA,"https://studyin.lt/programs/shipping-port-engineering/",NA,"English","Lithuania",NA,NA,"2","5538",NA,NA,NA,NA,NA,NA,NA,NA
"ELECTRICAL ENGINEERING","Klaipeda University","Bachelor",NA,"https://studyin.lt/programs/electrical-engineering/",NA,"English","Lithuania","180",NA,"4","4108",NA,NA,NA,NA,NA,NA,NA,NA
"MECHANICAL ENGINEERING","Klaipeda University","Bachelor",NA,"https://studyin.lt/programs/mechanical-engineering/",NA,"English","Lithuania","180",NA,"4","4108",NA,NA,NA,NA,NA,NA,NA,NA
"INFORMATICS","Klaipeda University","Bachelor",NA,"https://studyin.lt/programs/informatics-it-software-specializations-software-engineering-smart-systems-development/",NA,"English","Lithuania","180",NA,"4","4108",NA,NA,NA,NA,NA,NA,NA,NA
"PHYSICAL GEOGRAPHY AND OCEANOGRAPHY","Klaipeda University","Bachelor",NA,"https://studyin.lt/programs/physical-geography-and-oceanography/",NA,"English","Lithuania","180",NA,"4","4108",NA,NA,NA,NA,NA,NA,NA,NA
"Social Work and Crisis Intervention","Klaipeda University","Bachelor",NA,"https://studyin.lt/programs/social-work-specializations-social-work-in-community-social-work-in-health-care/",NA,"English","Lithuania","180",NA,"3.5","3176",NA,NA,NA,NA,NA,NA,NA,NA
"ECONOMICS","Klaipeda University","Bachelor",NA,"https://studyin.lt/programs/economics/",NA,"English","Lithuania","180",NA,"3.5","3176",NA,NA,NA,NA,NA,NA,NA,NA
"MANAGEMENT","Klaipeda University","Bachelor",NA,"https://studyin.lt/programs/management-4/",NA,"English","Lithuania","180",NA,"3.5","3176",NA,NA,NA,NA,NA,NA,NA,NA
"RECREATION AND TOURISM","Klaipeda University","Bachelor",NA,"https://studyin.lt/programs/recreation-and-tourism-health-tourism-e-tourism/",NA,"English","Lithuania","180",NA,"3","2954",NA,NA,NA,NA,NA,NA,NA,NA
"HISTORY OF EUROPE","Klaipeda University","Bachelor",NA,"https://studyin.lt/programs/history-of-europe/",NA,"English","Lithuania","180",NA,"3","3176",NA,NA,NA,NA,NA,NA,NA,NA
"ENGLISH PHILOLOGY","Klaipeda University","Bachelor",NA,"https://studyin.lt/programs/english-philology-3/",NA,"English","Lithuania","180",NA,"4","4108",NA,NA,NA,NA,NA,NA,NA,NA
"Animal Science","Lithuanian University of Health Sciences","Master",NA,"https://studyin.lt/programs/animal-science/",NA,"English","Lithuania",NA,NA,"2","5538",NA,NA,NA,NA,NA,NA,NA,NA
"Food Science","Lithuanian University of Health Sciences","Master",NA,"https://studyin.lt/programs/food-science/",NA,"English","Lithuania",NA,NA,"2","5538",NA,NA,NA,NA,NA,NA,NA,NA
"PHYSIOTHERAPY","Klaipeda University","Bachelor",NA,"https://studyin.lt/programs/physiotherapy-6/",NA,"English","Lithuania","180",NA,"4","4108",NA,NA,NA,NA,NA,NA,NA,NA
"Occupational Therapy","Lithuanian University of Health Sciences","Bachelor",NA,"https://studyin.lt/programs/occupational-therapy/",NA,"English","Lithuania","180",NA,"4","4108",NA,NA,NA,NA,NA,NA,NA,NA
"Nursing","Lithuanian University of Health Sciences","Bachelor",NA,"https://studyin.lt/programs/nursing/",NA,"English","Lithuania","180",NA,"4","4300",NA,NA,NA,NA,NA,NA,NA,NA
"Economics Engineering","Vilnius Gediminas Technical University (VILNIUS TECH)","Bachelor",NA,"https://studyin.lt/programs/economics-engineering/",NA,"English","Lithuania","180",NA,"4","2865",NA,NA,NA,NA,NA,NA,NA,NA
"Lifestyle Medicine (Blended)","Lithuanian University of Health Sciences","Master",NA,"https://studyin.lt/programs/lifestyle-medicine/",NA,"English","Lithuania",NA,NA,"2","5538",NA,NA,NA,NA,NA,NA,NA,NA
"Applied Public Health","Lithuanian University of Health Sciences","Master",NA,"https://studyin.lt/programs/public-health/",NA,"English","Lithuania",NA,NA,"2","5538",NA,NA,NA,NA,NA,NA,NA,NA
"Veterinary Medicine","Lithuanian University of Health Sciences","Integrated Bachelor + Master",NA,"https://studyin.lt/programs/veterinary-medicine/",NA,"English","Lithuania",NA,NA,"6","9000",NA,NA,NA,NA,NA,NA,NA,NA
"Pharmacy","Lithuanian University of Health Sciences","Integrated Bachelor + Master",NA,"https://studyin.lt/programs/pharmacy/",NA,"English","Lithuania",NA,NA,"5","5600",NA,NA,NA,NA,NA,NA,NA,NA
"Odontology (Dentistry)","Lithuanian University of Health Sciences","Integrated Bachelor + Master",NA,"https://studyin.lt/programs/odontology/",NA,"English","Lithuania",NA,NA,"5","14100",NA,NA,NA,NA,NA,NA,NA,NA
"Media and Communication","European Humanities University","Bachelor",NA,"https://studyin.lt/programs/mediaandcommunication/",NA,"English","Lithuania","180",NA,"4","3100",NA,NA,NA,NA,NA,NA,NA,NA
"MSc Tourism and Sports Management","Lithuanian Sports University","Master",NA,"https://studyin.lt/programs/tourism-and-sports-management/",NA,"English","Lithuania",NA,NA,"2","3650",NA,NA,NA,NA,NA,NA,NA,NA
"International Business","Vilniaus kolegija / Higher Education Institution","Bachelor",NA,"https://studyin.lt/programs/international-business-2/",NA,"English","Lithuania","180",NA,"3","0",NA,NA,NA,NA,NA,NA,NA,NA
"Image Design","St. Ignatius of Loyola College","Bachelor",NA,"https://studyin.lt/programs/image-design/",NA,"English","Lithuania","180",NA,"3","5200",NA,NA,NA,NA,NA,NA,NA,NA
"International Business","Šiaulių valstybinė kolegija / Higher Education Institution","Bachelor",NA,"https://studyin.lt/programs/international-business-5/",NA,"English","Lithuania","180",NA,"3","2400",NA,NA,NA,NA,NA,NA,NA,NA
"Physiotherapy","Klaipėdos valstybinė kolegija / Higher Education Institution","Bachelor",NA,"https://studyin.lt/programs/physiotherapy2/",NA,"English","Lithuania","180",NA,"3","3005",NA,NA,NA,NA,NA,NA,NA,NA
"LEISURE SPORTS","Klaipeda University","Bachelor",NA,"https://studyin.lt/programs/leisuresports/",NA,"English","Lithuania","180",NA,"4","4108",NA,NA,NA,NA,NA,NA,NA,NA
"Aviation Management","Kazimieras Simonavicius University (KSU)","Bachelor",NA,"https://studyin.lt/programs/aviation-management/",NA,"English","Lithuania","180",NA,"3.5","5000",NA,NA,NA,NA,NA,NA,NA,NA
"Tourism and Hotel Management","Kauno kolegija Higher Education Institution","Bachelor",NA,"https://studyin.lt/programs/tourism-and-hotel-management/",NA,"English","Lithuania","180",NA,"3","2573",NA,NA,NA,NA,NA,NA,NA,NA
"Transport Logistics (Only in the Lithuanian language)","Kolpingo kolegija / Kolping Higher Education Institution","Bachelor",NA,"https://studyin.lt/programs/social-business/",NA,"English","Lithuania","180",NA,"3","2600",NA,NA,NA,NA,NA,NA,NA,NA
"International Business Administration","LCC International University","Bachelor",NA,"https://studyin.lt/programs/international-business-administration/",NA,"English","Lithuania","180",NA,"4","4130",NA,NA,NA,NA,NA,NA,NA,NA
"Economics and Politics","ISM University of Management and Economics","Bachelor",NA,"https://studyin.lt/programs/economics-and-politics/",NA,"English","Lithuania","180",NA,"3.5","3190",NA,NA,NA,NA,NA,NA,NA,NA
"Medicine","Lithuanian University of Health Sciences","Integrated Bachelor + Master",NA,"https://studyin.lt/programs/medicine1/",NA,"English","Lithuania",NA,NA,"6","12600",NA,NA,NA,NA,NA,NA,NA,NA
"Architecture","Kaunas University of Technology","Integrated Bachelor + Master",NA,"https://studyin.lt/programs/architecture1/",NA,"English","Lithuania",NA,NA,"5","5555",NA,NA,NA,NA,NA,NA,NA,NA
"Music Performance (in Vilnius and Klaipėda)","Lithuanian Academy of Music and Theatre","Master",NA,"https://studyin.lt/programs/music-performance/",NA,"English","Lithuania",NA,NA,"2","8960",NA,NA,NA,NA,NA,NA,NA,NA
"Building Energy Systems Engineering","Vilnius Gediminas Technical University (VILNIUS TECH)","Bachelor",NA,"https://studyin.lt/programs/building-energetics/",NA,"English","Lithuania","180",NA,"4","3727",NA,NA,NA,NA,NA,NA,NA,NA
"Academic Esports, Bachelor’s Programme","University of Agder, South Norway","Bachelor",NA,"https://studyinnorway.no/study-opportunities/academic-esports-bachelors-programme",NA,"English","Norway","180",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aerospace Control Engineering - Master","UiT The Arctic University of Norway, North Norway","Master",NA,"https://studyinnorway.no/study-opportunities/aerospace-control-engineering-master",NA,"English","Norway","120",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agroecology","Norwegian University of Life Sciences, East Norway","Master",NA,"https://studyinnorway.no/study-opportunities/agroecology",NA,"English","Norway","120",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Animal Science","Norwegian University of Life Sciences, East Norway","Master",NA,"https://studyinnorway.no/study-opportunities/animal-science",NA,"English","Norway","120",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Applied Computer and Information Technology (MSc)","OsloMet – Oslo Metropolitan University, East Norway","Master",NA,"https://studyinnorway.no/study-opportunities/applied-computer-and-information-technology-msc",NA,"English","Norway","120",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Applied Computer Science - Master","UiT The Arctic University of Norway, North Norway","Master",NA,"https://studyinnorway.no/study-opportunities/applied-computer-science-master",NA,"English","Norway","120",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Applied Computer Science - Master's Programme","Norwegian University of Science and Technology, East Norway","Master",NA,"https://studyinnorway.no/study-opportunities/applied-computer-science-masters-programme",NA,"English","Norway","120",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Applied Economics and Sustainability","Norwegian University of Life Sciences, East Norway","Master",NA,"https://studyinnorway.no/study-opportunities/applied-economics-and-sustainability",NA,"English","Norway","120",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aquaculture","Norwegian University of Life Sciences, East Norway","Master",NA,"https://studyinnorway.no/study-opportunities/aquaculture",NA,"English","Norway","120",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arctic Adventure Tourism - bachelor","UiT The Arctic University of Norway,","Bachelor",NA,"https://studyinnorway.no/study-opportunities/arctic-adventure-tourism-bachelor",NA,"English","Norway","180",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arctic Nature Guide - one year programme","UiT The Arctic University of Norway,","Other",NA,"https://studyinnorway.no/study-opportunities/arctic-nature-guide-one-year-programme",NA,"English","Norway","60",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Art, culture and creativity in kindergarten","Western Norway University of Applied Sciences, West Norway",NA,NA,"https://studyinnorway.no/study-opportunities/art-culture-and-creativity-kindergarten",NA,"English","Norway","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Artificial Intelligence and The Internet of Things, Master's Programme","University of Agder, South Norway","Master",NA,"https://studyinnorway.no/study-opportunities/artificial-intelligence-and-internet-things-masters-programme",NA,"English","Norway","120",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asia and Middle East Studies","University of Oslo, East Norway","Master",NA,"https://studyinnorway.no/study-opportunities/asia-and-middle-east-studies",NA,"English","Norway","120",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Assessment, Measurement and Evaluation","University of Oslo, East Norway","Master",NA,"https://studyinnorway.no/study-opportunities/assessment-measurement-and-evaluation",NA,"English","Norway","120",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Astronomy","University of Oslo, East Norway","Master",NA,"https://studyinnorway.no/study-opportunities/astronomy",NA,"English","Norway","120",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bachelor in animation and digital art","University of Inland Norway, East Norway","Bachelor",NA,"https://studyinnorway.no/study-opportunities/bachelor-animation-and-digital-art",NA,"English","Norway","180",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bachelor in Artificial Intelligence","Kristiania University College, East Norway","Bachelor",NA,"https://studyinnorway.no/study-opportunities/bachelor-artificial-intelligence",NA,"English","Norway","180",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bachelor in Bible, Ministry and Mission","Fjellhaug International University College, East Norway","Bachelor",NA,"https://studyinnorway.no/study-opportunities/bachelor-bible-ministry-and-mission",NA,"English","Norway","180",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bachelor in Computer Arts","Kristiania University College, East Norway","Bachelor",NA,"https://studyinnorway.no/study-opportunities/bachelor-computer-arts",NA,"English","Norway","180",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bachelor in Dance","University of Stavanger, West Norway","Bachelor",NA,"https://studyinnorway.no/study-opportunities/bachelor-dance",NA,"English","Norway","180",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bachelor in Data Science","Kristiania University College, East Norway","Bachelor",NA,"https://studyinnorway.no/study-opportunities/bachelor-data-science",NA,"English","Norway","180",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bachelor in game technology and simulation","University of Inland Norway, East Norway","Bachelor",NA,"https://studyinnorway.no/study-opportunities/bachelor-game-technology-and-simulation",NA,"English","Norway","180",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bachelor's Programme in Classical Music Performance","University of Agder, South Norway","Bachelor",NA,"https://studyinnorway.no/study-opportunities/bachelors-programme-classical-music-performance",NA,"English","Norway","180",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bachelor's Programme in English","University of Agder, South Norway","Bachelor",NA,"https://studyinnorway.no/study-opportunities/bachelors-programme-english",NA,"English","Norway","180",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bachelor's Programme in Global Development Studies","University of Agder, South Norway","Bachelor",NA,"https://studyinnorway.no/study-opportunities/bachelors-programme-global-development-studies",NA,"English","Norway","180",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI–Luiss Joint MSc in Marketing","BI Norwegian Business School, East Norway","Master",NA,"https://studyinnorway.no/study-opportunities/bi-luiss-joint-msc-marketing",NA,"English","Norway","120",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Biological Chemistry - Master of Science Degree Programme","University of Stavanger, West Norway","Master",NA,"https://studyinnorway.no/study-opportunities/biological-chemistry-master-science-degree-programme",NA,"English","Norway","120",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Biology - master","UiT The Arctic University of Norway,","Master",NA,"https://studyinnorway.no/study-opportunities/biology-master",NA,"English","Norway","120",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Biology - Master's Programme","Norwegian University of Science and Technology, Mid Norway","Master",NA,"https://studyinnorway.no/study-opportunities/biology-masters-programme",NA,"English","Norway","120",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Biology, Bachelor of Science","Nord University, North Norway","Bachelor",NA,"https://studyinnorway.no/study-opportunities/biology-bachelor-science",NA,"English","Norway","180",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Biomedicine - master","UiT The Arctic University of Norway,","Master",NA,"https://studyinnorway.no/study-opportunities/biomedicine-master",NA,"English","Norway","120",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bioscience","University of Oslo, East Norway","Master",NA,"https://studyinnorway.no/study-opportunities/bioscience",NA,"English","Norway","120",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Biosciences, Master Degree","Nord University, North Norway, Mid Norway","Master",NA,"https://studyinnorway.no/study-opportunities/biosciences-master-degree",NA,"English","Norway","120",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Biotechnology - Master's Programme","Norwegian University of Science and Technology, Mid Norway","Master",NA,"https://studyinnorway.no/study-opportunities/biotechnology-masters-programme",NA,"English","Norway","120",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blues","University of South-Eastern Norway,","Other",NA,"https://studyinnorway.no/study-opportunities/blues",NA,"English","Norway","60",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Business Administration (BBA)","BI Norwegian Business School, East Norway","Bachelor",NA,"https://studyinnorway.no/study-opportunities/business-administration-bba",NA,"English","Norway","180",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Business Administration - Master of Science","University of Stavanger, West Norway","Master",NA,"https://studyinnorway.no/study-opportunities/business-administration-master-science",NA,"English","Norway","120",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Business Analysis and Performance Management","NHH Norwegian School of Economics,","Master",NA,"https://studyinnorway.no/study-opportunities/business-analysis-and-performance-management",NA,"English","Norway","120",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA
