"Program_name","Institution","Level","Language","Link"
"ENGINEERING TECHNOLOGY","Technical Faculty","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-technical-faculty-phd-engineering-technology"
"ENGINEERING TECHNOLOGY","Technical Faculty","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-technical-faculty-master-engineering-technology"
"ENGINEERING TECHNOLOGY","Technical Faculty","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-technical-faculty-bachelor-engineering-technology"
"ENGLISH IN BUSINESS","Metropolitan University","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/metropolitan-university-belgrade-bachelor-english-in-business"
"ENGLISH LANGUAGE","Faculty of Legal and Business Studies - unit in Niš","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/union-university-faculty-of-legal-and-business-studies-nis-bachelor-english-language"
"ENGLISH LANGUAGE","Faculty of Legal and Business Studies","Academic","English","https://www.bazaobrazovanja.rs/en/program/union-university-faculty-of-legal-and-business-studies-bachelor-english-language"
"ENGLISH LANGUAGE","Faculty of Legal and Business Studies","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/union-university-faculty-of-legal-and-business-studies-master-english-language"
"ENGLISH LANGUAGE AND LITERATURE","State University of Novi Pazar","Academic","English","https://www.bazaobrazovanja.rs/en/program/state-university-of-novi-pazar-integrated-english-language-and-literature"
"ENGLISH LANGUAGE AND LITERATURE","International University of Novi Pazar","Academic","English","https://www.bazaobrazovanja.rs/en/program/international-university-of-novi-pazar-bachelor-english-language-and-literature"
"ENGLISH LANGUAGE AND LITERATURE","Faculty of Philology and Arts","Academic","English","https://www.bazaobrazovanja.rs/en/program/university-of-kragujevac-faculty-of-philology-and-arts-bachelor-english-language-and-literature"
"ENGLISH LANGUAGE AND LITERATURE","Faculty of Philosophy","Academic","English","https://www.bazaobrazovanja.rs/en/program/university-of-nis-faculty-of-philosophy-master-english-studies"
"ENGLISH LANGUAGE AND LITERATURE","Faculty of Philology and Arts","Academic","English","https://www.bazaobrazovanja.rs/en/program/university-of-kragujevac-faculty-of-philology-and-arts-master-english-language-and-literature"
"ENGLISH LANGUAGE AND LITERATURE WITH OTHER FOREIGN PHILOLOGY","Faculty of Philosophy","Academic","English","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-philosophy-bachelor-english-language-and-literature-with-other-foreign-philology"
"ENGLISH STUDIES","Singidunum University","Academic","English","https://www.bazaobrazovanja.rs/en/program/singidunum-university-belgrade-bachelor-english-studies"
"ENGLISH STUDIES","Alfa BK University","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/alfa-university-belgrade-bachelor-english-studies"
"ENGLISH STUDIES","Faculty of Philosophy","Academic","English","https://www.bazaobrazovanja.rs/en/program/university-of-nis-faculty-of-philosophy-bachelor-english-studies"
"ENTERPRENEURIAL BUSINESS AND REAL-ESTATE MANAGEMENT","Union - Nikola Tesla University","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/union-nikola-tesla-university-belgrade-bachelor-enterpreneurial-business-and-real-estate-management"
"ENTERPRENEURIAL MANAGEMENT","Faculty of Technical Sciences","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-kragujevac-faculty-of-technical-sciences-master-enterpreneurial-management"
"ENTREPRENEURIAL MANAGEMENT","Faculty of Organizational Studies ‟Eduka”","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/faculty-of-organizational-studies-eduka-belgrade-specialist-applied-entrepreneurial-management"
"ENTREPRENEURIAL MANAGEMENT","Academy of Technical-Educational Vocational Studies Niš - Vranje Department","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/academy-of-technical-educational-vocational-studies-nis-vranje-department-bachelor-applied-entrepreneurial-management"
"ENTREPRENEURSHIP","Novi Sad Business School - Business College of Applied Studies","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/novi-sad-business-school-business-college-of-applied-studies-novi-sad-bachelor-applied-entrepreneurship"
"ENVIRONMENTAL AND FIRE PROTECTION","Technical College of Applied Studies","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/technical-college-of-applied-studies-novi-sad-specialist-applied-environmental-and-fire-protection"
"ENVIRONMENTAL AND FIRE PROTECTION","Technical College of Applied Studies","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/technical-college-of-applied-studies-novi-sad-bachelor-applied-environmental-and-fire-protection"
"ENVIRONMENTAL CHEMISTRY","Faculty of Chemistry","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-chemistry-bachelor-environmental-chemistry"
"ENVIRONMENTAL CHEMISTRY","Faculty of Chemistry","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-chemistry-master-environmental-chemistry"
"ENVIRONMENTAL ECONOMY AND CLIMATE CHANGE","Faculty of Applied Ecology","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/metropolitan-university-belgrade-faculty-of-applied-ecology-master-environmental-economy-and-climate-change"
"ENVIRONMENTAL ENGINEERING","Faculty of Occupational Safety","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-nis-faculty-of-occupational-safety-phd-environmental-engineering"
"ENVIRONMENTAL ENGINEERING","Faculty of Mining and Geology","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-mining-and-geology-master-environmental-engineering"
"ENVIRONMENTAL ENGINEERING","Faculty of Science","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-kragujevac-faculty-of-science-bachelor-environmental-engineering"
"ENVIRONMENTAL ENGINEERING","Faculty of Technical Sciences","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technical-sciences-bachelor-environmental-engineering"
"ENVIRONMENTAL ENGINEERING","Faculty of Occupational Safety","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-nis-faculty-of-occupational-safety-master-environmental-engineering"
"ENVIRONMENTAL ENGINEERING","Faculty of Engineering","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-kragujevac-faculty-of-engineering-bachelor-environmental-engineering"
"ENVIRONMENTAL ENGINEERING","Faculty of Technology and Metallurgy","Academic","English","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-technology-and-metallurgy-phd-environmental-engineering"
"ENVIRONMENTAL ENGINEERING","Faculty of Technology and Metallurgy","Academic","English","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-technology-and-metallurgy-master-environmental-engineering"
"ENVIRONMENTAL ENGINEERING","Faculty of Technical Sciences","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technical-sciences-bachelor-environmental-engineering"
"ENVIRONMENTAL ENGINEERING","Faculty of Information Technologies and Engineering","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/union-nikola-tesla-university-faculty-of-information-technologies-and-engineering-master-environmental-engineering"
"ENVIRONMENTAL ENGINEERING","Faculty of Mining and Geology","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-mining-and-geology-bachelor-environmental-engineering"
"ENVIRONMENTAL ENGINEERING","Mihajlo Pupin Technical Faculty","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-mihajlo-pupin-technical-faculty-bachelor-environmental-engineering"
"ENVIRONMENTAL ENGINEERING AND OCCUPATIONAL SAFETY","Section of Traffic, Mechanical Engineering and Safety Engineering","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/academy-for-applied-technical-studies-belgrade-section-of-traffic-mechanical-engineering-and-safety-engineering-master-applied-environmental-engineering-and-occupational-safety"
"ENVIRONMENTAL MANAGEMENT","Faculty of Occupational Safety","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-nis-faculty-of-occupational-safety-master-environmental-management"
"ENVIRONMENTAL POLICY","Faculty of Political Sciences","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-political-sciences-master-environmental-policy"
"ENVIRONMENTAL PROTECTION","Academy of Vocational Studies Southern Serbia - Department of Technology and Art","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/academy-of-vocational-studies-southern-serbia-department-of-technology-and-art-bachelor-applied-environmental-protection"
"ENVIRONMENTAL PROTECTION","Faculty of Sciences","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-sciences-phd-environmental-protection"
"ENVIRONMENTAL PROTECTION","Union - Nikola Tesla University","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/union-nikola-tesla-university-belgrade-master-environmental-protection"
"ENVIRONMENTAL PROTECTION","Union - Nikola Tesla University","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/union-nikola-tesla-university-belgrade-bachelor-environmental-protection"
"ENVIRONMENTAL PROTECTION","Department for medical, business and technological studies","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/academy-of-vocational-studies-sabac-department-for-medical-business-and-technological-studies-bachelor-applied-environmental-protection"
"ENVIRONMENTAL PROTECTION","Section of Belgrade Polytechnic","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/academy-for-applied-technical-studies-belgrade-section-of-belgrade-polytechnic-bachelor-applied-environmental-protection"
"ENVIRONMENTAL PROTECTION","Section of Applied Engineering Sciences Požarevac","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/academy-for-applied-technical-studies-belgrade-section-of-applied-engineering-sciences-pozarevac-bachelor-applied-environmental-protection"
"ENVIRONMENTAL PROTECTION","Section of Applied Engineering Sciences Požarevac","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/academy-for-applied-technical-studies-belgrade-section-of-applied-engineering-sciences-pozarevac-specialist-applied-environmental-protection"
"ENVIRONMENTAL PROTECTION","Academy of Vocational Studies Southern Serbia - Department of Technology and Art","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/academy-of-vocational-studies-southern-serbia-department-of-technology-and-art-master-applied-environmental-protection"
"ENVIRONMENTAL PROTECTION","Faculty of Applied Sciences","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/union-nikola-tesla-university-faculty-of-applied-sciencesenvironmental-protection"
"ENVIRONMENTAL PROTECTION","Faculty of Occupational Safety","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-nis-faculty-of-occupational-safety-bachelor-environmental-protection"
"ENVIRONMENTAL PROTECTION","Faculty of Applied Ecology","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/metropolitan-university-belgrade-faculty-of-applied-ecology-bachelor-environmental-protection"
"ENVIRONMENTAL PROTECTION","Union - Nikola Tesla University","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/union-nikola-tesla-university-belgrade-phd-environmental-protection"
"ENVIRONMENTAL PROTECTION","Educons University","Academic","English","https://www.bazaobrazovanja.rs/en/program/educons-university-novi-sad-phd-environmental-protection"
"ENVIRONMENTAL PROTECTION","Educons University","Academic","English","https://www.bazaobrazovanja.rs/en/program/educons-university-novi-sad-master-environmental-protection"
"ENVIRONMENTAL PROTECTION","Educons University","Academic","English","https://www.bazaobrazovanja.rs/en/program/educons-university-novi-sad-bachelor-environmental-protection"
"ENVIRONMENTAL PROTECTION","Faculty of Sciences","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-sciences-master-environmental-protection"
"ENVIRONMENTAL PROTECTION","Technical College of Applied Studies","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/technical-college-of-applied-studies-novi-sad-bachelor-applied-environmental-protection"
"ENVIRONMENTAL PROTECTION","Academy for Applied Technical Studies Belgrade","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/academy-for-applied-technical-studies-belgrade-bachelor-applied-environmental-protection"
"ENVIRONMENTAL PROTECTION","Faculty of Applied Sciences","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/union-nikola-tesla-university-faculty-of-applied-sciences-master-environmental-protection"
"ENVIRONMENTAL PROTECTION","Faculty of Sciences","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-sciences-bachelor-environmental-protection"
"ENVIRONMENTAL PROTECTION AND OCCUPATIONAL SAFETY","Academy of Vocational Studies Šumadija - Аranđelovac Department","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/academy-of-vocational-studies-sumadija-arandjelovac-department-bachelor-applied-environmental-protection-and-occupational-safety"
"ENVIRONMENTAL PROTECTION AND SUSTAINABLE DEVELOPMENT","Academy for Applied Technical Studies Belgrade","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/academy-for-applied-technical-studies-belgrade-master-applied-environmental-protection-and-sustainable-development"
"ENVIRONMENTAL PROTECTION ENGINEERING","Academy of Vocational Studies Šumadija - Аranđelovac Department","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/academy-of-vocational-studies-sumadija-arandjelovac-department-master-applied-environmental-protection-engineering"
"ENVIRONMENTAL PROTECTION ENGINEERING","Union - Nikola Tesla University","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/union-nikola-tesla-university-belgrade-master-environmental-protection-engineering"
"ENVIRONMENTAL PROTECTION ENGINEERING","Faculty of Technology and Metallurgy","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-technology-and-metallurgy-bachelor-environmental-protection-engineering"
"ENVIRONMENTAL PROTECTION ENGINEERING","Faculty of Technical Sciences","Academic","English","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technical-sciences-phd-environmental-protection-engineering"
"ENVIRONMENTAL PROTECTION ENGINEERING","Faculty of Technical Sciences","Academic","English","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technical-sciences-master-environmental-protection-engineering"
"ENVIRONMENTAL PROTECTION ENGINEERING AND OCCUPATIONAL SAFETY","Academy of Vocational Studies Šumadija - Kruševac Department","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/academy-of-vocational-studies-sumadija-krusevac-department-bachelor-applied-environmental-protection-engineering-and-occupational-safety"
"ENVIRONMENTAL PROTECTION ENGINEERING AND OCCUPATIONAL SAFETY ENGINEERING","Faculty of Engineering","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-kragujevac-faculty-of-engineering-master-environmental-protection-engineering-and-occupational-safety-engineering"
"ENVIRONMENTAL PROTECTION ENGINEERING: WASTE MANAGEMENT, ENERGY EFFICIENCY AND RENEWABLE ENERGY SOURCES","Academy of Vocational Studies Šumadija - Аranđelovac Department","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/academy-of-vocational-studies-sumadija-arandjelovac-department-specialist-applied-environmental-protection-engineering-waste-management-energy-efficiency-and-renewable-energy-sources"
"ENVIRONMENTAL PROTECTION IN AGRICULTURE","Faculty of Agriculture","Academic","English","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-agriculture-master-environmental-protection-in-agriculture"
"ENVIRONMENTAL PROTECTION IN FOOD PRODUCTION","Faculty of Agriculture","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-agriculture-bachelor-environmental-protection-in-food-production"
"ENVIRONMENTAL QUALITY CONTROL AND MANAGEMENT","Faculty of Sciences","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-sciences-bachelor-environmental-quality-control-and-management"
"ENVIRONMENTAL RISKS MANAGEMENT","Faculty of Applied Ecology","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/metropolitan-university-belgrade-faculty-of-applied-ecology-master-environmental-risks-management"
"ENVIRONMENTAL SAFETY ENGINEERING","Academy of Technical-Educational Vocational Studies Niš - Niš Department","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/academy-of-technical-educational-vocational-studies-nis-nis-department-bachelor-applied-environmental-safety-engineering"
"ENVIRONMENTAL SAFETY ENGINEERING","Academy of Technical-Educational Vocational Studies Niš - Niš Department","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/academy-of-technical-educational-vocational-studies-nis-nis-department-bachelor-applied-environmental-safety-engineering"
"ENVIRONMENT AND SUSTAINABLE DEVELOPMENT","Singidunum University","Academic","English","https://www.bazaobrazovanja.rs/en/program/singidunum-university-belgrade-master-environment-and-sustainable-development"
