"Program_name","Institution","Level","Language","Link"
"MASER","MEDICINSKA ŠKOLA BEOGRAD","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/medicinska-skola-beograd-beograd-maser"
"MASER","FARMACEUTSKO-FIZIOTERAPEUTSKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/farmaceutsko--fizioterapeutska-skola-beograd-maser"
"MASER","SREDNjA ŠKOLA „SVETI SAVA”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-skola-sveti-sava-loznica-maser"
"MASER","ŠKOLA MODE I LEPOTE","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/skola-mode-i-lepote-nis-maser"
"MASTER IN EUROPEAN INTEGRATION","Faculty of Law","Academic","English","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-law-master-master-in-european-integration"
"MASTER IN EUROPEAN INTEGRATION","Faculty of Law","Academic","English","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-law-master-master-in-european-integration2"
"MASTER IN TEACHER EDUCATION IN THE FIELD OF ARTS","Academy of Arts","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-academy-of-arts-master-master-in-teacher-education-in-the-field-of-art"
"MASTER OF SCIENCE IN BIOLOGY TEACHING","Faculty of Sciences","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-sciences-master-master-of-science-in-biology-teaching"
"MASTER OF SCIENCE IN TEACHING MATHEMATICS","Faculty of Sciences","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-sciences-master-master-of-science-in-teaching-mathematics"
"MAŠINBRAVAR","TEHNIČKA ŠKOLA „9. MAJ”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-9.-maj-backa-palanka-masinbravar"
"MAŠINBRAVAR","TEHNIČKA ŠKOLA UB","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-ub-ub-masinbravar"
"MAŠINBRAVAR","SREDNjA ŠKOLA „KRALj PETAR PRVI”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-skola-kral%D1%98-petar-prvi-topola-masinbravar"
"MAŠINBRAVAR","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-beograd-masinbravar"
"MAŠINSKI TEHNIČAR","SREDNjA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-skola-sveti-sava-kladovo-masinski-tehnicar"
"MAŠINSKI TEHNIČAR MERNE I REGULACIONE TEHNIKE","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-obrenovac-masinski-tehnicar-merne-i-regulacione-tehnike"
"MAŠINSKI TEHNIČAR MOTORNIH VOZILA","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-majdanpek-donji-milanovac-masinski-tehnicar-motornih-vozila"
"MAŠINSKI TEHNIČAR MOTORNIH VOZILA","MAŠINSKO-ELEKTROTEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/masinsko-elektrotehnicka-skola-bor-masinski-tehnicar-motornih-vozila"
"MAŠINSKI TEHNIČAR MOTORNIH VOZILA","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-tutin-masinski-tehnicar-motornih-vozila"
"MAŠINSKI TEHNIČAR MOTORNIH VOZILA","SREDNjA ŠKOLA ""VUK KARADŽIĆ"" SA DOMOM UČENIKA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-skola-vuk-karadzic-sa-domom-ucenika-babusnica-masinski-tehnicar-motornih-vozila"
"MAŠINSKI TEHNIČAR MOTORNIH VOZILA","SREDNjA TEHNIČKA ŠKOLA „ŠINKOVIć JOŽEF”","Vocational secondary education","Hungarian","https://www.bazaobrazovanja.rs/en/program/srednja-tehnicka-skola-sinkovic-jozef-backa-topola-masinski-tehnicar-motornih-vozila"
"MAŠINSKI TEHNIČAR MOTORNIH VOZILA","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-trstenik-masinski-tehnicar-motornih-vozila"
"MAŠINSKI TEHNIČAR MOTORNIH VOZILA","PRVA TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/prva-tehnicka-skola-krusevac-masinski-tehnicar-motornih-vozila"
"MAŠINSKI TEHNIČAR MOTORNIH VOZILA","SREDNjA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-skola-varvarin-masinski-tehnicar-motornih-vozila"
"MAŠINSKI TEHNIČAR MOTORNIH VOZILA","SAOBRAćAJNO-TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/saobracajno-tehnicka-skola-zemun-masinski-tehnicar-motornih-vozila"
"MAŠINSKI TEHNIČAR MOTORNIH VOZILA","TEHNIČKA ŠKOLA „15. MAJ”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-15.maj-prokupl%D1%98e-prokupl%D1%98e-masinski-tehnicar-motornih-vozila"
"MAŠINSKI TEHNIČAR MOTORNIH VOZILA","SREDNjA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-skola-zitoradja-masinski-tehnicar-motornih-vozila"
"MAŠINSKI TEHNIČAR MOTORNIH VOZILA","MAŠINSKA ŠKOLA „PANČEVO”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/masinska-skola-pancevo-pancevo-masinski-tehnicar-motornih-vozila"
"MAŠINSKI TEHNIČAR MOTORNIH VOZILA","POSAVOTAMNAVSKA SREDNjA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/posavotamnavska-srednja-skola-vladimirci-masinski-tehnicar-motornih-vozila"
"MAŠINSKI TEHNIČAR MOTORNIH VOZILA","MAČVANSKA SREDNjA ŠKOLA – BOGATIć","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/macvanska-srednja-skola--bogatic-bogatic-masinski-tehnicar-motornih-vozila"
"MAŠINSKI TEHNIČAR MOTORNIH VOZILA","TEHNIČKA ŠKOLA GSP","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-gsp-beograd-masinski-tehnicar-motornih-vozila"
"MAŠINSKI TEHNIČAR MOTORNIH VOZILA","SREDNjA TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-tehnicka-skola-sombor-masinski-tehnicar-motornih-vozila"
"MAŠINSKI TEHNIČAR MOTORNIH VOZILA","STRUČNA ŠKOLA „DUŠAN TRIVUNAC DRAGOŠ”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/strucna-skola-dusan-trivunac-dragos-svrl%D1%98ig-masinski-tehnicar-motornih-vozila"
"MAŠINSKI TEHNIČAR MOTORNIH VOZILA","SREDNjA STRUČNA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-12-februar-nis-masinski-tehnicar-motornih-vozila"
"MAŠINSKI TEHNIČAR MOTORNIH VOZILA","TEHNIČKA ŠKOLA SA DOMOM UČENIKA „NIKOLA TESLA”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-sa-domom-ucenika-nikola-tesla-kostolac-masinski-tehnicar-motornih-vozila"
"MAŠINSKI TEHNIČAR MOTORNIH VOZILA","TEHNIČKA ŠKOLA „PROTA STEVAN DIMITRIJEVIć”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-prota-stevan-dimitrijevic-aleksinac-masinski-tehnicar-motornih-vozila"
"MAŠINSKI TEHNIČAR MOTORNIH VOZILA","SREDNjA STRUČNA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/politehnicka-skola-kragujevac-masinski-tehnicar-motornih-vozila"
"MAŠINSKI TEHNIČAR MOTORNIH VOZILA","SREDNjA ŠKOLA ""VUK KARADŽIĆ"" SA DOMOM UČENIKA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-skola-vuk-karadzic-sa-domom-ucenika-babusnica-masinski-tehnicar-motornih-vozila"
"MAŠINSKI TEHNIČAR MOTORNIH VOZILA","STRUČNA ŠKOLA „SVETI SAVA”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/strucna-skola-sveti-sava-bujanovac-masinski-tehnicar-motornih-vozila"
"MAŠINSKI TEHNIČAR MOTORNIH VOZILA","TEHNIČKA ŠKOLA „NIKOLA TESLA”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-nikola-tesla-medvedja-masinski-tehnicar-motornih-vozila"
"MAŠINSKI TEHNIČAR MOTORNIH VOZILA","TEHNIČKA ŠKOLA „RADE METALAC”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-rade-metalac-leskovac-masinski-tehnicar-motornih-vozila"
"MAŠINSKI TEHNIČAR MOTORNIH VOZILA","SREDNjA MAŠINSKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-masinska-skola-novi-sad-masinski-tehnicar-motornih-vozila"
"MAŠINSKI TEHNIČAR MOTORNIH VOZILA","SREDNjA TEHNIČKA ŠKOLA „VOŽD KARAĐORĐE”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-tehnicka-skola-vozd-karadjordje-lebane-masinski-tehnicar-motornih-vozila"
"MAŠINSKI TEHNIČAR MOTORNIH VOZILA","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-vlasotince-masinski-tehnicar-motornih-vozila"
"MAŠINSKI TEHNIČAR MOTORNIH VOZILA","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-negotin-masinski-tehnicar-motornih-vozila"
"MAŠINSKI TEHNIČAR ZA KOMPJUTERSKO KONSTRUISANjE","SREDNjA ŠKOLA „22. OKTOBAR”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-skola-22.-oktobar-zabal%D1%98-masinski-tehnicar-za-kompjutersko-konstruisanje"
"MAŠINSKI TEHNIČAR ZA KOMPJUTERSKO KONSTRUISANjE","POLjOPRIVREDNO-TEHNIČKI SREDNjOŠKOLSKI CENTAR „BESEDEŠ JOŽEF”","Vocational secondary education","Hungarian","https://www.bazaobrazovanja.rs/en/program/pol%D1%98oprivredno-tehnicki-srednjoskolski-centar-besedes-jozef-kanjiza-masinski-tehnicar-za-kompjutersko-konstruisanje"
"MAŠINSKI TEHNIČAR ZA KOMPJUTERSKO KONSTRUISANjE","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-zrenjanin-masinski-tehnicar-za-kompjutersko-konstruisanje"
"MAŠINSKI TEHNIČAR ZA KOMPJUTERSKO KONSTRUISANjE","ŠKOLSKI CENTAR „NIKOLA TESLA”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/skolski-centar-nikola-tesla-vrsac-masinski-tehnicar-za-kompjutersko-konstruisanje"
"MAŠINSKI TEHNIČAR ZA KOMPJUTERSKO KONSTRUISANjE","MAŠINSKA ŠKOLA „PANČEVO”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/masinska-skola-pancevo-pancevo-masinski-tehnicar-za-kompjutersko-konstruisanje"
"MAŠINSKI TEHNIČAR ZA KOMPJUTERSKO KONSTRUISANjE","SREDNjA TEHNIČKA ŠKOLA „MIHAJLO PUPIN”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-tehnicka-skola-mihajlo-pupin-kula-masinski-tehnicar-za-kompjutersko-konstruisanje"
"MAŠINSKI TEHNIČAR ZA KOMPJUTERSKO KONSTRUISANjE","TEHNIČKA ŠKOLA „9. MAJ”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-9.-maj-backa-palanka-masinski-tehnicar-za-kompjutersko-konstruisanje"
"MAŠINSKI TEHNIČAR ZA KOMPJUTERSKO KONSTRUISANjE","SREDNjA STRUČNA ŠKOLA „4. JULI”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-strucna-skola-4.-juli-vrbas-masinski-tehnicar-za-kompjutersko-konstruisanje"
"MAŠINSKI TEHNIČAR ZA KOMPJUTERSKO KONSTRUISANjE","SREDNjA MAŠINSKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-masinska-skola-novi-sad-masinski-tehnicar-za-kompjutersko-konstruisanje"
"MAŠINSKI TEHNIČAR ZA KOMPJUTERSKO KONSTRUISANjE","TEHNIČKA ŠKOLA „MIHAJLO PUPIN”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-mihajlo-pupin-indjija-masinski-tehnicar-za-kompjutersko-konstruisanje"
"MAŠINSKI TEHNIČAR ZA KOMPJUTERSKO KONSTRUISANjE","SREDNjA TEHNIČKA ŠKOLA „MILENKO BRZAK UČA”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-tehnicka-skola-milenko-brzak--uca-ruma-masinski-tehnicar-za-kompjutersko-konstruisanje"
"MAŠINSKI TEHNIČAR ZA KOMPJUTERSKO KONSTRUISANjE","SREDNjA TEHNIČKA ŠKOLA „NIKOLA TESLA”","Artistic secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-tehnicka-skola-nikola-tesla-sremska-mitrovica-masinski-tehnicar-za-kompjutersko-konstruisanje"
"MAŠINSKI TEHNIČAR ZA KOMPJUTERSKO KONSTRUISANjE","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-stara-pazova-masinski-tehnicar-za-kompjutersko-konstruisanje"
"MAŠINSKI TEHNIČAR ZA KOMPJUTERSKO KONSTRUISANjE","TEHNOART BEOGRAD – ŠKOLA ZA MAŠINSTVO I UMETNIČKE ZANATE","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnoart-beograd--skola-za-masinstvo-i-umetnicke-zanate-beograd-masinski-tehnicar-za-kompjutersko-konstruisanje"
"MAŠINSKI TEHNIČAR ZA KOMPJUTERSKO KONSTRUISANjE","„POLITEHNIKA” – ŠKOLA ZA NOVE TEHNOLOGIJE","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/politehnika--skola-za-nove-tehnologije-novi-beograd-masinski-tehnicar-za-kompjutersko-konstruisanje"
"MAŠINSKI TEHNIČAR ZA KOMPJUTERSKO KONSTRUISANjE","TEHNIČKA ŠKOLA NOVI BEOGRAD","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-novi-beograd-beograd-masinski-tehnicar-za-kompjutersko-konstruisanje"
"MAŠINSKI TEHNIČAR ZA KOMPJUTERSKO KONSTRUISANjE","MAŠINSKA ŠKOLA „RADOJE DAKIć”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/masinska-skola-radoje-dakic-rakovica-masinski-tehnicar-za-kompjutersko-konstruisanje"
"MAŠINSKI TEHNIČAR ZA KOMPJUTERSKO KONSTRUISANjE","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-beograd-masinski-tehnicar-za-kompjutersko-konstruisanje"
"MAŠINSKI TEHNIČAR ZA KOMPJUTERSKO KONSTRUISANjE","SREDNjA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-skola-knic-masinski-tehnicar-za-kompjutersko-konstruisanje"
"MAŠINSKI TEHNIČAR ZA KOMPJUTERSKO KONSTRUISANjE","SREDNjA STRUČNA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/politehnicka-skola-kragujevac-masinski-tehnicar-za-kompjutersko-konstruisanje"
"MAŠINSKI TEHNIČAR ZA KOMPJUTERSKO KONSTRUISANjE","PRVA TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/prva-tehnicka-skola-jagodina-masinski-tehnicar-za-kompjutersko-konstruisanje"
"MAŠINSKI TEHNIČAR ZA KOMPJUTERSKO KONSTRUISANjE","TEHNIČKA ŠKOLA „NIKOLA TESLA”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-nikola-tesla-velika-plana-masinski-tehnicar-za-kompjutersko-konstruisanje"
"MAŠINSKI TEHNIČAR ZA KOMPJUTERSKO KONSTRUISANjE","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-smederevo-masinski-tehnicar-za-kompjutersko-konstruisanje"
"MAŠINSKI TEHNIČAR ZA KOMPJUTERSKO KONSTRUISANjE","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-bajina-basta-masinski-tehnicar-za-kompjutersko-konstruisanje"
"MAŠINSKI TEHNIČAR ZA KOMPJUTERSKO KONSTRUISANjE","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-prijepol%D1%98e-masinski-tehnicar-za-kompjutersko-konstruisanje"
"MAŠINSKI TEHNIČAR ZA KOMPJUTERSKO KONSTRUISANjE","SREDNjA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-skola-kocel%D1%98eva-masinski-tehnicar-za-kompjutersko-konstruisanje"
"MAŠINSKI TEHNIČAR ZA KOMPJUTERSKO KONSTRUISANjE","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-loznica-masinski-tehnicar-za-kompjutersko-konstruisanje"
"MAŠINSKI TEHNIČAR ZA KOMPJUTERSKO KONSTRUISANjE","SREDNjA ŠKOLA „SVETI TRIFUN” SA DOMOM UČENIKA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-skola-sveti-trifun-aleksandrovac-masinski-tehnicar-za-kompjutersko-konstruisanje"
"MAŠINSKI TEHNIČAR ZA KOMPJUTERSKO KONSTRUISANjE","PRVA TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/prva-tehnicka-skola-krusevac-masinski-tehnicar-za-kompjutersko-konstruisanje"
"MAŠINSKI TEHNIČAR ZA KOMPJUTERSKO KONSTRUISANjE","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-trstenik-masinski-tehnicar-za-kompjutersko-konstruisanje"
"MAŠINSKI TEHNIČAR ZA KOMPJUTERSKO KONSTRUISANjE","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-ivanjica-masinski-tehnicar-za-kompjutersko-konstruisanje"
"MAŠINSKI TEHNIČAR ZA KOMPJUTERSKO KONSTRUISANjE","MAŠINSKO-SAOBRAćAJNA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/masinsko-saobracajna-skola-cacak-masinski-tehnicar-za-kompjutersko-konstruisanje"
"MAŠINSKI TEHNIČAR ZA KOMPJUTERSKO KONSTRUISANjE","MAŠINSKA TEHNIČKA ŠKOLA „14. OKTOBAR”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/masinska-tehnicka-skola-14.-oktobar-kral%D1%98evo-masinski-tehnicar-za-kompjutersko-konstruisanje"
"MAŠINSKI TEHNIČAR ZA KOMPJUTERSKO KONSTRUISANjE","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-novi-pazar-masinski-tehnicar-za-kompjutersko-konstruisanje"
"MAŠINSKI TEHNIČAR ZA KOMPJUTERSKO KONSTRUISANjE","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-tutin-masinski-tehnicar-za-kompjutersko-konstruisanje"
"MAŠINSKI TEHNIČAR ZA KOMPJUTERSKO KONSTRUISANjE","MAŠINSKO-ELEKTROTEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/masinsko-elektrotehnicka-skola-bor-masinski-tehnicar-za-kompjutersko-konstruisanje"
"MAŠINSKI TEHNIČAR ZA KOMPJUTERSKO KONSTRUISANjE","SREDNjA ŠKOLA „SEZAI SUROI”","Vocational secondary education","Albanian","https://www.bazaobrazovanja.rs/en/program/srednja-skola-sezai-suroi-bujanovac-masinski-tehnicar-za-kompjutersko-konstruisanje"
"MAŠINSKI TEHNIČAR ZA KOMPJUTERSKO KONSTRUISANjE","KURŠUMLIJSKO-PODUJEVSKA EKONONOMSKO-TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/ekonomska-skola-kursumlija-masinski-tehnicar-za-kompjutersko-konstruisanje"
"MAŠINSKI TEHNIČAR ZA KOMPJUTERSKO KONSTRUISANjE","TEHNIČKA ŠKOLA „15. MAJ”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-15.maj-prokupl%D1%98e-prokupl%D1%98e-masinski-tehnicar-za-kompjutersko-konstruisanje"
"MAŠINSKI TEHNIČAR ZA KOMPJUTERSKO KONSTRUISANjE","MAŠINSKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/masinska-skola-nis-masinski-tehnicar-za-kompjutersko-konstruisanje"
"MAŠINSKI TEHNIČAR ZA KOMPJUTERSKO KONSTRUISANjE","SREDNjA STRUČNA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-12-februar-nis-masinski-tehnicar-za-kompjutersko-konstruisanje"
"MAŠINSKI TEHNIČAR ZA REPARATURU","TEHNIČKA ŠKOLA „KOLUBARA”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-kolubara-lazarevac-masinski-tehnicar-za-reparaturu"
"MAŠINSTVO I OBRADA METALA  BRAVAR","SREDNjA ŠKOLA „KRALjICA JELENA”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/masinska-skola-raska-masinstvo-i-obrada-metala-bravar"
"MATERIALS ENGINEERING","Faculty of Technology","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technology-phd-materials-engineering"
"MATERIALS ENGINEERING","Faculty of Technology","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technology-bachelor-materials-engineering"
"MATERIALS ENGINEERING","Faculty of Technology","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technology-master-materials-engineering"
"MATERIALS ENGINEERING","Faculty of Technology and Metallurgy","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-technology-and-metallurgy-bachelor-materials-engineering"
"MATERIALS ENGINEERING","Faculty of Technology and Metallurgy","Academic","English","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-technology-and-metallurgy-phd-materials-engineering"
"MATERIALS ENGINEERING (3 MODULES)","Faculty of Technology and Metallurgy","Academic","English","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-technology-and-metallurgy-master-materials-engineering"
"MATHEMATICS","Faculty of Sciences","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-sciences-master-mathematics"
"MATHEMATICS","Faculty of Mathematics","Academic","English","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-mathematics-phd-mathematics"
"MATHEMATICS","State University of Novi Pazar","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/state-university-of-novi-pazar-master-mathematics"
"MATHEMATICS","State University of Novi Pazar","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/state-university-of-novi-pazar-bachelor-mathematics"
"MATHEMATICS","Faculty of Science","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-kragujevac-faculty-of-science-bachelor-mathematics"
"MATHEMATICS","Faculty of Sciences","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-sciences-phd-mathematics2"
"MATHEMATICS","Faculty of Sciences and Mathematics","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-nis-faculty-of-sciences-and-mathematics-bachelor-mathematics"
"MATHEMATICS","Faculty of Science","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-kragujevac-faculty-of-science-phd-mathematics"
"MATHEMATICS","State University of Novi Pazar","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/state-university-of-novi-pazar-phd-mathematics"
"MATHEMATICS","Faculty of Sciences and Mathematics","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-nis-faculty-of-sciences-and-mathematics-phd-mathematics"
"MATHEMATICS","Faculty of Sciences and Mathematics","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-nis-faculty-of-sciences-and-mathematics-master-mathematics"
"MATHEMATICS","Faculty of Sciences","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-sciences-bachelor-mathematics"
"MATHEMATICS (3 MODULES)","Faculty of Science","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-kragujevac-faculty-of-science-master-mathematics-3-modules"
"MATHEMATICS (5 MODULES)","Faculty of Mathematics","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-mathematics-bachelor-mathematics-5-modules"
"MATHEMATICS (6 MODULES)","Faculty of Mathematics","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-mathematics-master-mathematics-6-modules"
"MEASUREMENT AND CONTROL ENGINEERING","Faculty of Technical Sciences","Academic","English","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technical-sciences-bachelor-measurement-and-control-engineering"
"MEASUREMENT AND CONTROL ENGINEERING","Faculty of Technical Sciences","Academic","English","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technical-sciences-master-measurement-and-control-engineering"
"MEASUREMENT - INFORMATION TECHNOLOGIES AND CONTROL ENGINEERING","Faculty of Technical Sciences","Academic","English","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technical-sciences-master-measurement-information-technologies-and-control-engineering"
"MECHANICAL CONSTRUCTIONS, DEVELOPMENT AND ENGINEERING","Faculty of Mechanical Engineering","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-nis-faculty-of-mechanical-engineering-master-mechanical-constructions-development-and-engineering"
"MECHANICAL ENGINEERING","Technical  College of Applied Studies","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/technical-college-of-applied-studies-zrenjanin-master-applied-mechanical-engineering"
