"Program_Title","Institution","Level","Link","Language","Country","ECTS","Free_Tuition_EU"
"SERVIR","SREDNjA EKONOMSKA ŠKOLA","Other","https://www.bazaobrazovanja.rs/en/program/srednja-ekonomska-skola-loznica-servir","Serbian","Serbia",NA,"No"
"SERVIR","ŠKOLA ZA OSNOVNO I SREDNjE OBRAZOVANjE SA DOMOM „VUK KARAdžIć”","Other","https://www.bazaobrazovanja.rs/en/program/skola-za-osnovno-i-srednje-obrazovanje-sa-domom-vuk-karadzic-sombor-servir","Serbian","Serbia",NA,"No"
"SHIP ENGINEERING","Technical College of Maritime Academic Studies","Other","https://www.bazaobrazovanja.rs/en/program/college-of-maritime-academic-studies-bachelor-ship-engineering","Serbian","Serbia",NA,"No"
"SITOŠTAMPAR","ŠKOLA ZA OSNOVNO I SREDNjE OBRAZOVANjE SA DOMOM „SVETI SAVA”","Other","https://www.bazaobrazovanja.rs/en/program/skola-za-osnovno-i-srednje-obrazovanje-sa-domom-sveti-sava-umka-sitostampar","Serbian","Serbia",NA,"No"
"SITOŠTAMPAR","GRAFIČKA ŠKOLA","Other","https://www.bazaobrazovanja.rs/en/program/graficka-skola-beograd-sitostampar","Serbian","Serbia",NA,"No"
"SLUŽBENIK U BANKARSTVU I OSIGURANjU","EKONOMSKA SREDNjA ŠKOLA „BOSA MILIćEVIć”","Other","https://www.bazaobrazovanja.rs/en/program/ekonomska-srednja-skola-bosa-milicevic-subotica-sluzbenik-u-bankarstvu-i-osiguranju","Serbian","Serbia",NA,"No"
"SLUŽBENIK U BANKARSTVU I OSIGURANjU","EKONOMSKO-TRGOVINSKA ŠKOLA","Other","https://www.bazaobrazovanja.rs/en/program/ekonomsko-trgovinska-skola-paracin-sluzbenik-u-bankarstvu-i-osiguranju","Serbian","Serbia",NA,"No"
"SLUŽBENIK U BANKARSTVU I OSIGURANjU","PRVA EKONOMSKA ŠKOLA","Other","https://www.bazaobrazovanja.rs/en/program/prva-ekonomska-skola-beograd-sluzbenik-u-bankarstvu-i-osiguranju","Serbian","Serbia",NA,"No"
"SLUŽBENIK U BANKARSTVU I OSIGURANjU","PRAVNO-POSLOVNA ŠKOLA BEOGRAD","Other","https://www.bazaobrazovanja.rs/en/program/pravno-poslovna-skola-beograd-beograd-sluzbenik-u-bankarstvu-i-osiguranju","Serbian","Serbia",NA,"No"
"SLUŽBENIK U BANKARSTVU I OSIGURANjU","EKONOMSKA ŠKOLA „ĐUKA DINIć”","Other","https://www.bazaobrazovanja.rs/en/program/ekonomska-skola-djuka-dinic-leskovac-sluzbenik-u-bankarstvu-i-osiguranju","Serbian","Serbia",NA,"No"
"SLUŽBENIK U BANKARSTVU I OSIGURANjU","EKONOMSKA ŠKOLA","Other","https://www.bazaobrazovanja.rs/en/program/ekonomska-skola-uzice-sluzbenik-u-bankarstvu-i-osiguranju","Serbian","Serbia",NA,"No"
"SLUŽBENIK U BANKARSTVU I OSIGURANjU","EKONOMSKO-TRGOVINSKA ŠKOLA","Other","https://www.bazaobrazovanja.rs/en/program/ekonomsko-trgovinska-skola-novi-pazar-sluzbenik-u-bankarstvu-i-osiguranju","Serbian","Serbia",NA,"No"
"SLUŽBENIK U BANKARSTVU I OSIGURANjU","EKONOMSKA ŠKOLA","Other","https://www.bazaobrazovanja.rs/en/program/ekonomska-skola-cacak-sluzbenik-u-bankarstvu-i-osiguranju","Serbian","Serbia",NA,"No"
"SLUŽBENIK U BANKARSTVU I OSIGURANjU","EKONOMSKO-TRGOVINSKA ŠKOLA","Other","https://www.bazaobrazovanja.rs/en/program/ekonomsko-trgovinska-skola-senta-senta-sluzbenik-u-bankarstvu-i-osiguranju",NA,"Serbia",NA,"No"
"SLUŽBENIK U BANKARSTVU I OSIGURANjU","EKONOMSKA ŠKOLA „VALjEVO”","Other","https://www.bazaobrazovanja.rs/en/program/ekonomska-skola-val%D1%98evo-val%D1%98evo-osecina-sluzbenik-u-bankarstvu-i-osiguranju","Serbian","Serbia",NA,"No"
"SLUŽBENIK U BANKARSTVU I OSIGURANjU","EKONOMSKA ŠKOLA","Other","https://www.bazaobrazovanja.rs/en/program/ekonomska-skola-nis-sluzbenik-u-bankarstvu-i-osiguranju","Serbian","Serbia",NA,"No"
"SLUŽBENIK U BANKARSTVU I OSIGURANjU","EKONOMSKA ŠKOLA","Other","https://www.bazaobrazovanja.rs/en/program/ekonomska-skola-kragujevac-sluzbenik-u-bankarstvu-i-osiguranju","Serbian","Serbia",NA,"No"
"SLUŽBENIK U BANKARSTVU I OSIGURANjU","EKONOMSKO-TRGOVINSKA ŠKOLA","Other","https://www.bazaobrazovanja.rs/en/program/ekonomsko-trgovinska-skola-becej-sluzbenik-u-bankarstvu-i-osiguranju","Serbian","Serbia",NA,"No"
"SLUŽBENIK U BANKARSTVU I OSIGURANjU","EKONOMSKO-TRGOVINSKA ŠKOLA","Other","https://www.bazaobrazovanja.rs/en/program/ekonomsko-trgovinska-skola-vranje-sluzbenik-u-bankarstvu-i-osiguranju","Serbian","Serbia",NA,"No"
"SLUŽBENIK U BANKARSTVU I OSIGURANjU","EKONOMSKA ŠKOLA PIROT","Other","https://www.bazaobrazovanja.rs/en/program/ekonomska-skola-pirot-pirot-sluzbenik-u-bankarstvu-i-osiguranju","Serbian","Serbia",NA,"No"
"SOCIAL POLICY AND SOCIAL WORK","Faculty of Philosophy","Other","https://www.bazaobrazovanja.rs/en/program/university-of-nis-faculty-of-philosophy-bachelor-social-policy-and-social-work","Serbian","Serbia",NA,"No"
"SOCIAL POLITICS","Faculty of Political Sciences","Other","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-political-sciences-master-social-politics","Serbian","Serbia",NA,"No"
"SOCIAL POLITICS AND SOCIAL WORK","Faculty of Political Sciences","Other","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-political-sciences-bachelor-social-politics-and-social-work","Serbian","Serbia",NA,"No"
"SOCIAL POLITICS AND SOCIAL WORK","Faculty of Political Sciences","Other","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-political-sciences-phd-social-politics-and-social-work","Serbian","Serbia",NA,"No"
"SOCIAL WORK","College of Social Work","Other","https://www.bazaobrazovanja.rs/en/program/college-of-social-work-belgrade-bachelor-social-work","Serbian","Serbia",NA,"No"
"SOCIAL WORK","Faculty of Philosophy","Other","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-philosophy-bachelor-social-work","Serbian","Serbia",NA,"No"
"SOCIAL WORK","Faculty of Philosophy","Other","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-philosophy-master-social-work","Serbian","Serbia",NA,"No"
"SOCIAL WORK","Faculty of Political Sciences","Other","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-political-sciences-master-social-work","Serbian","Serbia",NA,"No"
"SOCIAL WORK","Faculty of Philosophy","Other","https://www.bazaobrazovanja.rs/en/program/university-of-nis-faculty-of-philosophy-master-social-work","Serbian","Serbia",NA,"No"
"SOCIAL WORK","College of Social Work","Other","https://www.bazaobrazovanja.rs/en/program/college-of-social-work-belgrade-master-social-work","Serbian","Serbia",NA,"No"
"SOCIOLOGIST IN SOCIAL WELFARE","Faculty of Philosophy","Other","https://www.bazaobrazovanja.rs/en/program/university-of-nis-faculty-of-philosophy-master-sociologist-in-social-welfare","Serbian","Serbia",NA,"No"
"SOCIOLOGY","Faculty of Philosophy","Other","https://www.bazaobrazovanja.rs/en/program/university-of-nis-faculty-of-philosophy-phd-sociology","Serbian","Serbia",NA,"No"
"SOCIOLOGY","Faculty of Philosophy","Other","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-philosophy-master-sociology","Serbian","Serbia",NA,"No"
"SOCIOLOGY","Faculty of Philosophy","Other","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-philosophy-bachelor-sociology","Serbian","Serbia",NA,"No"
"SOCIOLOGY","Faculty of Philosophy","Other","https://www.bazaobrazovanja.rs/en/program/university-of-nis-faculty-of-philosophy-master-sociology","Serbian","Serbia",NA,"No"
"SOCIOLOGY","Faculty of Philosophy","Other","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-philosophy-phd-sociology","Serbian","Serbia",NA,"No"
"SOCIOLOGY","Faculty of Philosophy","Other","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-philosophy-phd-sociology","Serbian","Serbia",NA,"No"
"SOCIOLOGY","Faculty of Philosophy","Other","https://www.bazaobrazovanja.rs/en/program/university-of-nis-faculty-of-philosophy-bachelor-sociology","Serbian","Serbia",NA,"No"
"SOCIOLOGY","Faculty of Philosophy","Other","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-philosophy-master-sociology","Serbian","Serbia",NA,"No"
"SOCIOLOGY","Faculty of Philosophy","Other","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-philosophy-bachelor-sociology","Serbian","Serbia",NA,"No"
"SOFTWARE AND INFORMATION ENGINEERING","Singidunum University - unit in Niš","Other","https://www.bazaobrazovanja.rs/en/program/singidunum-university-belgrade-nis--bachelor-software-and-information-engineering","English","Serbia",NA,"No"
"SOFTWARE AND INFORMATION ENGINEERING","Singidunum University","Other","https://www.bazaobrazovanja.rs/en/program/singidunum-university-belgrade-master-software-and-information-engineering","English","Serbia",NA,"No"
"SOFTWARE AND INFORMATION ENGINEERING","Singidunum University","Other","https://www.bazaobrazovanja.rs/en/program/singidunum-university-belgrade-bachelor-software-and-information-engineering","English","Serbia",NA,"No"
"SOFTWARE AND IT ENGINEERING","Singidunum University - unit in Novi Sad","Other","https://www.bazaobrazovanja.rs/en/program/singidunum-university-belgrade-bachelor-software-and-information-engineering-novi-sad","English","Serbia",NA,"No"
"SOFTWARE ENGINEERING","State University of Novi Pazar","Other","https://www.bazaobrazovanja.rs/en/program/state-university-of-novi-pazar-master-software-engineering","Serbian","Serbia",NA,"No"
"SOFTWARE ENGINEERING","School of Electrical Engineering","Other","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-school-of-electrical-engineering-bachelor-software-engineering","English","Serbia",NA,"No"
"SOFTWARE ENGINEERING","Metropolitan University - unit in Niš","Other","https://www.bazaobrazovanja.rs/en/program/metropolitan-university-belgrade-nis-bachelor-software-engineering","Serbian","Serbia",NA,"No"
"SOFTWARE ENGINEERING","State University of Novi Pazar","Other","https://www.bazaobrazovanja.rs/en/program/state-university-of-novi-pazar-bachelor-software-engineering","Serbian","Serbia",NA,"No"
"SOFTWARE ENGINEERING","Faculty of Economics and Engineering Management","Other","https://www.bazaobrazovanja.rs/en/program/business-academy-university-faculty-of-economics-and-engineering-management-master-software-engineering","Serbian","Serbia",NA,"No"
"SOFTWARE ENGINEERING","Faculty of Economics and Engineering Management","Other","https://www.bazaobrazovanja.rs/en/program/business-academy-university-faculty-of-economics-and-engineering-management-bachelor-software-engineering","Serbian","Serbia",NA,"No"
"SOFTWARE ENGINEERING","State University of Novi Pazar","Other","https://www.bazaobrazovanja.rs/en/program/state-university-of-novi-pazar-phd-software-engineering","Serbian","Serbia",NA,"No"
"SOFTWARE ENGINEERING","Metropolitan University","Other","https://www.bazaobrazovanja.rs/en/program/metropolitan-university-belgrade-bachelor-software-engineering","English","Serbia",NA,"No"
"SOFTWARE ENGINEERING","Metropolitan University","Other","https://www.bazaobrazovanja.rs/en/program/metropolitan-university-belgrade-bachelor-software-engineering2","Serbian","Serbia",NA,"No"
"SOFTWARE ENGINEERING","Faculty of Economics and Engineering Management","Other","https://www.bazaobrazovanja.rs/en/program/business-academy-university-faculty-of-economics-and-engineering-management-phd-software-engineering","Serbian","Serbia",NA,"No"
"SOFTWARE ENGINEERING","Faculty of Computing","Other","https://www.bazaobrazovanja.rs/en/program/union-university-faculty-of-computing-master-software-engineering","Serbian","Serbia",NA,"No"
"SOFTWARE ENGINEERING AND ARTIFICIAL INTELLIGENCE","Faculty of Organizational Sciences","Other","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-organizational-sciences-master-software-engineering-and-artificial-intelligence","English","Serbia",NA,"No"
"SOFTWARE ENGINEERING AND E-BUSINESS","Faculty of Organizational Sciences","Other","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-organizational-sciences-phd-software-engineering-and-e-business","Serbian","Serbia",NA,"No"
"SOFTWARE ENGINEERING AND INFORMATION TECHNOLOGIES","Faculty of Technical Sciences","Other","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technical-sciences-master-software-engineering-and-information-technologies","English","Serbia",NA,"No"
"SOFTWARE ENGINEERING AND INFORMATION TECHNOLOGIES","Faculty of Technical Sciences","Other","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technical-sciences-bachelor-software-engineering-and-information-technologies","English","Serbia",NA,"No"
"SOFTWARE INFORMATION TECHNOLOGIES","Faculty of Technical Sciences","Other","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technical-sciences-bachelor-applied-software-information-technologies","Serbian","Serbia",NA,"No"
"SOIL EROSION AND TORRENTIAL FLOOD PREVENTION","Faculty of Agriculture","Other","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-agriculture-master-soil-erosion-and-torrential-flood-prevention","Serbian","Serbia",NA,"No"
"SOIL EROSION AND TORRENTIAL FLOOD PREVENTION","Faculty of Forestry","Other","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-forestry-master-soil-erosion-and-torrential-flood-prevention","Serbian","Serbia",NA,"No"
"SOIL EROSION AND TORRENTIAL FLOOD PREVENTION","University of Niš","Other","https://www.bazaobrazovanja.rs/en/program/university-of-nis-master-soil-erosion-and-torrential-flood-prevention","Serbian","Serbia",NA,"No"
"SOIL, PLANT AND GENETICS (9 MODULES)","Faculty of Agriculture","Other","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-agriculture-master-soil-plant-and-genetics","Serbian","Serbia",NA,"No"
"SOUND RECORDING AND DESIGN","Faculty of Drama Arts","Other","https://www.bazaobrazovanja.rs/en/program/university-of-arts-in-belgrade-faculty-of-drama-arts-bachelor-sound-recording-and-design","Serbian","Serbia",NA,"No"
"SOUTHEAST EUROPEAN STUDIES","Faculty of Political Sciences","Other","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-political-sciences-master-southeast-european-studies","English","Serbia",NA,"No"
"SPANISH LANGUAGE AND HISPANIC LITERATURES","Faculty of Philology and Arts","Other","https://www.bazaobrazovanja.rs/en/program/university-of-kragujevac-faculty-of-philology-and-arts-bachelor-spanish-language-and-hispanic-literatures","Serbian","Serbia",NA,"No"
"SPANISH LANGUAGE AND HISPANIC LITERATURES","Faculty of Philology and Arts","Other","https://www.bazaobrazovanja.rs/en/program/university-of-kragujevac-faculty-of-philology-and-arts-master-spanish-language-and-hispanic-literatures","Serbian","Serbia",NA,"No"
"SPATIAL PLANNING","Faculty of Geography","Other","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-geography-master-spatial-planning","Serbian","Serbia",NA,"No"
"SPATIAL PLANNING","Faculty of Geography","Other","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-geography-bachelor-spatial-planning","Serbian","Serbia",NA,"No"
"SPECIAL EDUCATION","Faculty of Special Education and Rehabilitation","Other","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-special-education-and-rehabilitation-phd-special-education","Serbian","Serbia",NA,"No"
"SPECIAL EDUCATION (5 MODULES)","Faculty of Special Education and Rehabilitation","Other","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-special-education-and-rehabilitation-bachelor-special-education-five-modules","Serbian","Serbia",NA,"No"
"SPECIAL EDUCATION (5 MODULES)","Faculty of Special Education and Rehabilitation","Other","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-special-education-and-rehabilitation-master-special-education-five-modules","Serbian","Serbia",NA,"No"
"SPECIAL EDUCATION AND REHABILITATION","Faculty of Medicine","Other","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-medicine-master-special-education-and-rehabilitation","Serbian","Serbia",NA,"No"
"SPECIAL EDUCATION AND REHABILITATION (3 MODULES)","Faculty of Medicine","Other","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-medicine-bachelor-special-education-and-rehabilitation","Serbian","Serbia",NA,"No"
"SPECIAL EDUCATION AND REHABILITATION FOR PERSONS WITH DIFFICULTIES IN MENTAL DEVELOPMENT","Faculty of Special Education and Rehabilitation","Other","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-special-education-and-rehabilitation-master-special-education-and-rehabilitation-for-persons-with-difficulties-in-mental-development","Serbian","Serbia",NA,"No"
"SPECIAL EDUCATION AND REHABILITATION FOR PERSONS WITH DIFFICULTIES IN MENTAL DEVELOPMENT","Faculty of Special Education and Rehabilitation","Other","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-special-education-and-rehabilitation-phd-special-education-and-rehabilitation-for-persons-with-difficulties-in-mental-development","Serbian","Serbia",NA,"No"
"SPECIAL EDUCATION AND REHABILITATION FOR PERSONS WITH DIFFICULTIES IN MENTAL DEVELOPMENT","Faculty of Special Education and Rehabilitation","Other","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-special-education-and-rehabilitation-bachelor-special-education-and-rehabilitation-for-persons-with-difficulties-in-mental-development","Serbian","Serbia",NA,"No"
"SPEECH AND LANGUAGE PATHOLOGY","College of Social Work","Other","https://www.bazaobrazovanja.rs/en/program/college-of-social-work-belgrade-bachelor-speech-and-language-pathology","Serbian","Serbia",NA,"No"
"SPEECH AND LANGUAGE PATHOLOGY","College of Social Work","Other","https://www.bazaobrazovanja.rs/en/program/college-of-social-work-belgrade-master-speech-and-language-pathology","Serbian","Serbia",NA,"No"
"SPORT COACH","Faculty of Teacher Education in Užice","Other","https://www.bazaobrazovanja.rs/en/program/university-of-kragujevac-faculty-of-teacher-education-in-uzice-bachelor-sport-coach","Serbian","Serbia",NA,"No"
"SPORT COACH","Faculty of Sports","Other","https://www.bazaobrazovanja.rs/en/program/union-nikola-tesla-university-faculty-of-sports-master-sport-coach","Serbian","Serbia",NA,"No"
"SPORT COACH","Faculty of Sports","Other","https://www.bazaobrazovanja.rs/en/program/union-nikola-tesla-university-faculty-of-sports-bachelor-sport-coach","Serbian","Serbia",NA,"No"
"SPORT JOURNALISM","Faculty of Sports","Other","https://www.bazaobrazovanja.rs/en/program/union-nikola-tesla-university-faculty-of-sports-bachelor-sport-journalism","Serbian","Serbia",NA,"No"
"SPORT MANAGEMENT","Faculty of Sports","Other","https://www.bazaobrazovanja.rs/en/program/union-nikola-tesla-university-faculty-of-sports-bachelor-sport-management","Serbian","Serbia",NA,"No"
"SPORT MANAGEMENT","Faculty of Sport Management","Other","https://www.bazaobrazovanja.rs/en/program/alfa-bk-university-faculty-of-sport-management-master-sport-management","Serbian","Serbia",NA,"No"
"SPORT MANAGEMENT","Faculty of Sport Management","Other","https://www.bazaobrazovanja.rs/en/program/alfa-bk-university-faculty-of-sport-management-bachelor-sport-management","Serbian","Serbia",NA,"No"
"SPORT MANAGEMENT","Faculty of Sports","Other","https://www.bazaobrazovanja.rs/en/program/union-nikola-tesla-university-faculty-of-sports-master-sport-management","Serbian","Serbia",NA,"No"
"SPORTS","Faculty of Sport and Physical Education","Other","https://www.bazaobrazovanja.rs/en/program/university-of-nis-faculty-of-sport-and-physical-education-specialist-applied-sports","Serbian","Serbia",NA,"No"
"SPORTS","Faculty of Sport and Physical Education","Other","https://www.bazaobrazovanja.rs/en/program/university-of-nis-faculty-of-sport-and-physical-education-bachelor-applied-sports","Serbian","Serbia",NA,"No"
"SPORTS AND PHYSICAL EDUCATION","State University of Novi Pazar","Other","https://www.bazaobrazovanja.rs/en/program/state-university-of-novi-pazar-master-sports-and-physical-education","Serbian","Serbia",NA,"No"
"SPORTS AND PHYSICAL EDUCATION","State University of Novi Pazar","Other","https://www.bazaobrazovanja.rs/en/program/state-university-of-novi-pazar-bachelor-sports-and-physical-education","Serbian","Serbia",NA,"No"
"SPORT SCIENCE","Faculty of Sport and Physical Education","Other","https://www.bazaobrazovanja.rs/en/program/university-of-nis-faculty-of-sport-and-physical-education-phd-sport-science","Serbian","Serbia",NA,"No"
"SPORTS COACH","Preschool Teacher and Sport Coach Training College of Applied Studies","Other","https://www.bazaobrazovanja.rs/en/program/preschool-teacher-and-sport-coach-training-college-of-applied-studies-subotica-master-applied-sports-coach","Serbian","Serbia",NA,"No"
"SPORTS, HEALTH AND BIOENGINEERING","University of Kragujevac","Other","https://www.bazaobrazovanja.rs/en/program/university-of-kragujevac-bachelor-sports-health-and-bioengineering","English","Serbia",NA,"No"
"SPORTS MANAGEMENT","Singidunum University","Other","https://www.bazaobrazovanja.rs/en/program/singidunum-university-belgrade-bachelor-sports-management","Serbian","Serbia",NA,"No"
"SPORTS MANAGEMENT","College of Sports and Health - Vocational Studies","Other","https://www.bazaobrazovanja.rs/en/program/college-of-applied-studies-of-sport-and-medicine-belgrade-bachelor-applied-sports-management","Serbian","Serbia",NA,"No"
"SPORTS TRAINER","College of Sports and Health - Vocational Studies","Other","https://www.bazaobrazovanja.rs/en/program/college-of-applied-studies-of-sport-and-medicine-belgrade-specialist-applied-sports-trainer","Serbian","Serbia",NA,"No"
"SPORTS TRAINER","College of Sports and Health - Vocational Studies","Other","https://www.bazaobrazovanja.rs/en/program/college-of-applied-studies-of-sport-and-medicine-belgrade-bachelor-applied-sports-trainer","Serbian","Serbia",NA,"No"
"STAGE ARCHITECTURE AND DESIGN","Faculty of Technical Sciences","Other","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technical-sciences-master-stage-architecture-and-design","English","Serbia",NA,"No"
"STAGE ARCHITECTURE AND TECHNIQUE","Faculty of Technical Sciences","Other","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technical-sciences-master-stage-architecture-and-technique","English","Serbia",NA,"No"
"STAGE ARCHITECTURE, TECHNIQUE AND DESIGN","Faculty of Technical Sciences","Other","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technical-sciences-bachelor-stage-architecture-technique-and-design","English","Serbia",NA,"No"
"STAGE DESIGN","Faculty of Technical Sciences","Other","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technical-sciences-phd-stage-design","English","Serbia",NA,"No"
"STILSKI KROJAČ","TEHNOART BEOGRAD – ŠKOLA ZA MAŠINSTVO I UMETNIČKE ZANATE","Other","https://www.bazaobrazovanja.rs/en/program/tehnoart-beograd--skola-za-masinstvo-i-umetnicke-zanate-beograd-stilski-krojac","Serbian","Serbia",NA,"No"
"STILSKI KROJAČ","ŠKOLA PRIMENjENIH UMETNOSTI","Other","https://www.bazaobrazovanja.rs/en/program/skola-primenjenih-umetnosti-sabac-stilski-krojac","Serbian","Serbia",NA,"No"
"STOLAR","SREDNjA STRUČNA ŠKOLA","Other","https://www.bazaobrazovanja.rs/en/program/politehnicka-skola-kragujevac-stolar","Serbian","Serbia",NA,"No"
"STOLAR","TEHNIČKA ŠKOLA „MILEVA MARIć AJNŠTAJN”","Other","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-mileva-maric-ajnstajn-novi-sad-stolar","Serbian","Serbia",NA,"No"
"STOLAR","TEHNIČKA ŠKOLA „DRVO ART”","Other","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-drvo-art-beograd-stolar","Serbian","Serbia",NA,"No"
"STOLAR (UČENICI SA SMETNjAMA U RAZVOJU – NAGLUVI I GLUVI)","ŠKOLA ZA OŠTEćENE SLUHOM – NAGLUVE „STEFAN DEČANSKI”","Other","https://www.bazaobrazovanja.rs/en/program/skola-za-ostecene-sluhom-nagluve-stefan-decanski-beograd-stolar-ucenici-sa-smetnjama-u-razvoju-nagluvi-i-gluvi","Serbian","Serbia",NA,"No"
"STOMATOLOŠKA SESTRA – TEHNIČAR","MEDICINSKA ŠKOLA „DR MILENKO HAdžIć”","Other","https://www.bazaobrazovanja.rs/en/program/medicinska-skola-dr-milenko-hadzic-nis-stomatoloska-sestra-tehnicar","Serbian","Serbia",NA,"No"
"STOMATOLOŠKA SESTRA – TEHNIČAR","ZUBOTEHNIČKA ŠKOLA","Other","https://www.bazaobrazovanja.rs/en/program/zubotehnicka-skola-beograd-stomatoloska-sestra-tehnicar","Serbian","Serbia",NA,"No"
"STOMATOLOŠKA SESTRA – TEHNIČAR","MEDICINSKA ŠKOLA „7. APRIL”","Other","https://www.bazaobrazovanja.rs/en/program/medicinska-skola-7.-april-novi-sad-stomatoloska-sestra-tehnicar","Serbian","Serbia",NA,"No"
"STONE AND CERAMICS DESIGN","Academy of Vocational Studies Šumadija - Аranđelovac Department","Other","https://www.bazaobrazovanja.rs/en/program/academy-of-vocational-studies-sumadija-arandjelovac-department-bachelor-applied-stone-and-ceramics-design","Serbian","Serbia",NA,"No"
"STRATEGIC MARKETING AND COMMUNICATIONS","Faculty of Organizational Sciences","Other","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-organizational-sciences-master-strategic-marketing-and-communications","Serbian","Serbia",NA,"No"
"SUBJECT TEACHING","Faculty of Technical Sciences","Other","https://www.bazaobrazovanja.rs/en/program/university-of-kragujevac-faculty-of-technical-sciences-master-subject-teaching","Serbian","Serbia",NA,"No"
"SUBJECT TEACHING","Faculty of Philosophy","Other","https://www.bazaobrazovanja.rs/en/program/university-of-nis-faculty-of-philosophy-master-subject-teaching","Serbian","Serbia",NA,"No"
"SUSTAINABILITY IN AGRICULTURE, FOOD PRODUCTION AND TECHNOLOGY IN THE DANUBE REGION","Faculty of Agriculture","Other","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-agriculture-master-sustainability-in-agriculture-food-production-and-technology-in-danube-region","English","Serbia",NA,"No"
"SUSTAINABLE DEVELOPMENT AND ENVIRONMENT","Faculty of Applied Ecology","Other","https://www.bazaobrazovanja.rs/en/program/metropolitan-university-belgrade-faculty-of-applied-ecology-phd-sustainable-development-and-environment","Serbian","Serbia",NA,"No"
"SUSTAINABLE DEVELOPMENT MANAGEMENT","Union - Nikola Tesla University","Other","https://www.bazaobrazovanja.rs/en/program/union-nikola-tesla-university-belgrade-phd-sustainable-development-management","Serbian","Serbia",NA,"No"
"SUSTAINABLE TECHNOLOGIES","Academy for Applied Technical Studies Belgrade","Other","https://www.bazaobrazovanja.rs/en/program/academy-for-applied-technical-studies-belgrade-bachelor-applied-sustainable-technologies","Serbian","Serbia",NA,"No"
"ŠIVAČ OBUĆE","ŠKOLA ZA OSNOVNO I SREDNjE OBRAZOVANjE „MILAN PETROVIć”","Other","https://www.bazaobrazovanja.rs/en/program/skola-za-osnovno-i-srednje-obrazovanje-milan-petrovic-novi-sad-sivac-obuce","Serbian","Serbia",NA,"No"
"ŠIVAČ OBUĆE","OSNOVNA I SREDNjA ŠKOLA „9, MAJ”","Other","https://www.bazaobrazovanja.rs/en/program/osnovna-i-srednja-skola-9.-maj-zrenjanin-sivac-obuce","Serbian","Serbia",NA,"No"
"ŠIVAČ TEKSTILA","ŠKOLA ZA OSNOVNO I SREDNjE OBRAZOVANjE „VOŽD”","Other","https://www.bazaobrazovanja.rs/en/program/skola-za-osnovno-i-srednje-obrazovanje-vozd-beograd-sivac-tekstila","Serbian","Serbia",NA,"No"
