"Title","University_Name","Program_Type","Location","Detail_Link","Area","Language"
"Controlling, Accounting and Financial Management","FH OÖ Studienbetriebs GmbH","Bachelor","Steyr","https://www.studienwahl.at/studies/social-and-economic-sciences/management/1672-controlling-accounting-and-financial-management-2-1-steyr.en.html","Social and Economic Sciences","German"
"Controlling, Accounting,and Financial Management","FH OÖ Studienbetriebs GmbH","Master","Steyr","https://www.studienwahl.at/studies/social-and-economic-sciences/management/1673-controlling-accounting-and-financial-management-12-1-steyr.en.html","Social and Economic Sciences","German"
"Global Sales and Marketing","FH OÖ Studienbetriebs GmbH","Bachelor","Steyr","https://www.studienwahl.at/studies/social-and-economic-sciences/management/1682-global-sales-and-marketing-e-2-1-steyr.en.html","Social and Economic Sciences","English"
"Information Engineering and Management","FH OÖ Studienbetriebs GmbH","Master","Hagenberg","https://www.studienwahl.at/studies/engineering-sciences/information/1685-information-engineering-and-management-12-1-hagenberg.en.html","Social and Economic Sciences","German"
"Innovation, Product and Engineering Management","FH OÖ Studienbetriebs GmbH","Bachelor","Wels","https://www.studienwahl.at/studies/engineering-sciences/technology/1686-innovation-product-and-engineering-management-2-1-wels.en.html","Social and Economic Sciences","German"
"Innovation and Product Management","FH OÖ Studienbetriebs GmbH","Master","Wels","https://www.studienwahl.at/studies/engineering-sciences/technology/1687-innovation-and-product-management-e-12-1-wels.en.html","Social and Economic Sciences","English"
"Global Sales and Marketing","FH OÖ Studienbetriebs GmbH","Master","Steyr","https://www.studienwahl.at/studies/social-and-economic-sciences/economic-sciences/1689-global-sales-and-marketing-e-12-1-steyr.en.html","Social and Economic Sciences","English"
"International Logistics Management","FH OÖ Studienbetriebs GmbH","Bachelor","Steyr","https://www.studienwahl.at/studies/social-and-economic-sciences/management/1690-international-logistics-management-2-1-steyr.en.html","Social and Economic Sciences","German"
"Marketing and Electronic Business","FH OÖ Studienbetriebs GmbH","Bachelor","Steyr","https://www.studienwahl.at/studies/engineering-sciences/information/1694-marketing-and-electronic-business-2-1-steyr.en.html","Social and Economic Sciences","German"
"Operations Management","FH OÖ Studienbetriebs GmbH","Master","Steyr","https://www.studienwahl.at/studies/social-and-economic-sciences/management/1704-operations-management-12-1-steyr.en.html","Social and Economic Sciences","German"
"Smart Production and Management","FH OÖ Studienbetriebs GmbH","Bachelor","Steyr","https://www.studienwahl.at/studies/engineering-sciences/technology/1707-smart-production-and-management-2-1-steyr.en.html","Social and Economic Sciences","German"
"Process Management and Business Intelligence","FH OÖ Studienbetriebs GmbH","Bachelor","Steyr","https://www.studienwahl.at/studies/social-and-economic-sciences/management/1708-process-management-and-business-intelligence-2-1-steyr.en.html","Social and Economic Sciences","German"
"Managing Non-Profit and Public Services","FH OÖ Studienbetriebs GmbH","Master","Linz","https://www.studienwahl.at/studies/social-and-economic-sciences/management/1710-managing-non-profit-and-public-services-12-1-linz.en.html","Social and Economic Sciences","German"
"Social, Public and Non-profit Management","FH OÖ Studienbetriebs GmbH","Bachelor","Linz","https://www.studienwahl.at/studies/medicinehealth/social-studies/1715-social-public-and-non-profit-management-2-1-linz.en.html","Social and Economic Sciences","German"
"Social Work","FH OÖ Studienbetriebs GmbH","Bachelor","Linz","https://www.studienwahl.at/studies/medicinehealth/social-studies/1716-social-work-2-1-linz.en.html","Social and Economic Sciences","German"
"Social Work","FH OÖ Studienbetriebs GmbH","Master","Linz","https://www.studienwahl.at/studies/medicinehealth/social-studies/1717-social-work-12-1-linz.en.html","Social and Economic Sciences","German"
"Sports and Physical Education","Universität Wien, Verbundregion Nordost","Bachelor","Wien","https://www.studienwahl.at/studies/teacher-training-programmes/teacher-training-natural-sciences/movement-and-sports/96-sports-and-physical-education-21-3-wien.en.html","Teacher Training Programmes","German"
"Human Kinetics and Sports","Universität Graz, Verbundregion Südost","Bachelor","Graz","https://www.studienwahl.at/studies/teacher-training-programmes/teacher-training-natural-sciences/movement-and-sports/97-human-kinetics-and-sports-21-3-graz.en.html","Teacher Training Programmes","German"
"Physical Education","Universität Innsbruck, Verbundregion West","Bachelor","Innsbruck","https://www.studienwahl.at/studies/teacher-training-programmes/teacher-training-natural-sciences/movement-and-sports/98-physical-education-21-3-innsbruck.en.html","Teacher Training Programmes","German"
"Exercise and Sports","Universität Salzburg, Verbundregion Mitte","Bachelor","Salzburg","https://www.studienwahl.at/studies/teacher-training-programmes/teacher-training-natural-sciences/movement-and-sports/99-exercise-and-sports-21-3-salzburg.en.html","Teacher Training Programmes","German"
"Art Education","Universität Mozarteum Salzburg, Verbundregion Mitte","Bachelor","Salzburg","https://www.studienwahl.at/studies/teacher-training-programmes/teacher-training-arts/art-education/100-art-education-21-3-salzburg.en.html","Teacher Training Programmes","German"
"Art Education","Kunstuniversität Linz, Verbundregion Mitte","Bachelor","Linz","https://www.studienwahl.at/studies/teacher-training-programmes/teacher-training-arts/art-education/101-art-education-21-3-linz.en.html","Teacher Training Programmes","German"
"Biology and Environmental Education","Universität Wien, Verbundregion Nordost","Bachelor","Wien","https://www.studienwahl.at/studies/teacher-training-programmes/teacher-training-natural-sciences/biology-and-environmental-studies/113-biology-and-environmental-education-21-3-wien.en.html","Teacher Training Programmes","German"
"Biology and Environmental Education","Universität Graz, Verbundregion Südost","Bachelor","Graz","https://www.studienwahl.at/studies/teacher-training-programmes/teacher-training-natural-sciences/biology-and-environmental-studies/114-biology-and-environmental-education-21-3-graz.en.html","Teacher Training Programmes","German"
"Biology and Environmental Protection","Universität Innsbruck, Verbundregion West","Bachelor","Innsbruck","https://www.studienwahl.at/studies/teacher-training-programmes/teacher-training-natural-sciences/biology-and-environmental-studies/115-biology-and-environmental-protection-21-3-innsbruck.en.html","Teacher Training Programmes","German"
"Biology and Environmental Protection","Universität Salzburg, Verbundregion Mitte","Bachelor","Salzburg","https://www.studienwahl.at/studies/teacher-training-programmes/teacher-training-natural-sciences/biology-and-environmental-studies/116-biology-and-environmental-protection-21-3-salzburg.en.html","Teacher Training Programmes","German"
